GID,High,Low,nlow,nhigh,ID,N,D,OR,abs[log2(OR)],OR-type,OR-type2,AverageShortestPathLength,BetweennessCentrality,Centrality Tier,ClusteringCoefficient,Indegree,NeighborhoodConnectivity,Outdegree
K13922,51.6446,143.70875,16,4,K13922,826.3136,574.835,1.437479625,0.523541507,Other,Other,3.8671199,0.00035751,intermediate,0.65846154,4,76.46153846,22
K01674,2.79674,7.10438,16,4,K01674,44.74784,28.41752,1.574656761,0.655037389,Other,Other,4.53646477,0.00036085,intermediate,0.74493361,47,82.31481481,7
K09478,0,4.05804,16,4,K09478,0,16.23216,0,inf,Other,Other,4.25896168,0.00036872,intermediate,0.51264368,30,41,27
K13763,0,1.328324,16,4,K13763,0,5.313296,0,inf,Other,Other,4.86155748,0.00037462,intermediate,0.55514706,4,41.82352941,13
K14082,0,1.056,16,4,K14082,0,4.224,0,inf,Other,Other,5.05191595,0.0003783,intermediate,0.91052632,20,25.2,20
K09020,2.96455,22.46111,16,4,K09020,47.4328,89.84444,0.527943632,0.921544191,Other,Other,5.01792336,0.00037939,intermediate,0.33333333,3,8.5,4
K11261,41.46892,111.441328,16,4,K11261,663.50272,445.765312,1.488457496,0.573818025,Other,Other,3.67428925,0.00038719,intermediate,0.66604971,59,80.01612903,54
K00202,3.69055,7.43236,16,4,K00202,59.0488,29.72944,1.986206266,0.990015453,Other,Other,3.67428925,0.00038719,intermediate,0.66604971,59,80.01612903,54
K11260,9.42062,18.84124,16,4,K11260,150.72992,75.36496,2,1,Other,Other,3.67428925,0.00038719,intermediate,0.66604971,59,80.01612903,54
K01731,0,1.924642,16,4,K01731,0,7.698568,0,inf,Other,Other,8.02163164,0.00038909,intermediate,0.33333333,2,3.333333333,1
K00536,0,2.32457,16,4,K00536,0,9.29828,0,inf,Other,Other,4.02719407,0.00041292,intermediate,0.68371212,33,68.84848485,23
K11788,2.725183,6.490276,16,4,K11788,43.602928,25.961104,1.679548297,0.748073282,Other,Other,4.60321384,0.00045283,intermediate,0.49090909,11,17.18181818,11
K05873,31.5118,74.77741,16,4,K05873,504.1888,299.10964,1.685632065,0.753289663,Other,Other,5.67799753,0.00045429,intermediate,0.84390244,38,48.75609756,3
K11029,0,0.205738,16,4,K11029,0,0.822952,0,inf,Other,Other,5.67799753,0.00045429,intermediate,0.84390244,38,48.75609756,3
K01899,0,6.61197,16,4,K01899,0,26.44788,0,inf,Other,Other,4.09332509,0.00047,intermediate,0.56149733,34,49.08823529,29
K01900,0,2.95383,16,4,K01900,0,11.81532,0,inf,Other,Other,4.09332509,0.00047,intermediate,0.56149733,34,49.08823529,29
K02554,1.40938,9.41698,16,4,K02554,22.55008,37.66792,0.59865477,0.740203819,Other,Other,4.12051916,0.00049075,intermediate,0.33333333,3,39.66666667,3
K00448,0,12.34423,16,4,K00448,0,49.37692,0,inf,Other,Other,5.42459827,0.00049431,intermediate,0.73333333,6,7.166666667,6
K00293,6.67568,15.85474,16,4,K00293,106.81088,63.41896,1.684210526,0.752072487,Other,Other,4.20580964,0.00050452,intermediate,0.66666667,4,26.75,4
K00917,63.3709,168.96679,16,4,K00917,1013.9344,675.86716,1.500197761,0.585152694,Other,Other,4.62731768,0.00051095,intermediate,0.5,6,21.33333333,5
K11472,6.01281,12.878245,16,4,K11472,96.20496,51.51298,1.867586771,0.901175275,Other,Other,3.65574784,0.00051289,intermediate,0.705,25,54.76,23
K11808,0,0.633599,16,4,K11808,0,2.534396,0,inf,Other,Other,4.74412855,0.00054646,intermediate,0.57142857,7,10.42857143,7
K00368,1.71712,4.76802,16,4,K00368,27.47392,19.07208,1.44053087,0.526600577,Other,Other,5.01297899,0.00055707,intermediate,0.84615385,13,20.15384615,13
K01498,0,2.43526,16,4,K01498,0,9.74104,0,inf,Other,Other,5.0512979,0.00056781,intermediate,0.66666667,3,16.33333333,3
K10675,0,2.0055,16,4,K10675,0,8.022,0,inf,Other,Other,4.62484549,0.00056795,intermediate,0,1,39,1
K01455,0,5.493617,16,4,K01455,0,21.974468,0,inf,Other,Other,3.62669963,0.00056866,intermediate,0.59042553,1,62.29166667,47
K06013,17.64782,49.448309,16,4,K06013,282.36512,197.793236,1.42757723,0.513568796,Other,Other,1,0.00056886,intermediate,0,1,5.5,1
K10220,0,7.3302,16,4,K10220,0,29.3208,0,inf,Other,Other,4.27997528,0.00056886,intermediate,0,2,40.5,1
K08693,3.141614,8.239169,16,4,K08693,50.265824,32.956676,1.525209156,0.609007097,Other,Other,4.96046943,0.00056921,intermediate,0.66544118,1,35.70588235,16
K05603,1.498,9.700812,16,4,K05603,23.968,38.803248,0.617680252,0.695067888,Other,Other,4.52039555,0.00057085,intermediate,0.75,4,47.2,1
K12316,0.413854,2.483124,16,4,K12316,6.621664,9.932496,0.666666667,0.584962501,Other,Other,4.4499382,0.00061455,intermediate,0.36612245,31,32.56,42
K00799,31.64315,217.03072,16,4,K00799,506.2904,868.12288,0.583201309,0.777934137,Other,Other,4.6946848,0.00062447,intermediate,0.32142857,8,31.5,1
K01713,32.41025,82.44244,16,4,K01713,518.564,329.76976,1.572503191,0.653062945,Other,Other,3.76019778,0.00062574,intermediate,0.54367816,24,51.86666667,29
K00135,11.86993,78.81064,16,4,K00135,189.91888,315.24256,0.602453171,0.73107899,Other,Other,4.05809642,0.00064553,intermediate,0.61692308,26,33.34615385,24
K00430,3.25439,6.5088,16,4,K00430,52.07024,26.0352,1.999993854,0.999995567,Other,Other,4.86464771,0.00067583,intermediate,0.69047619,13,73.86666667,3
K13522,1.00557,8.04456,16,4,K13522,16.08912,32.17824,0.5,1,Other,Other,4.47713226,0.00068281,intermediate,0.50263158,15,30.1,20
K00220,0,1.15852,16,4,K00220,0,4.63408,0,inf,Other,Other,3.81644005,0.000683,intermediate,0.53333333,26,49.51612903,31
K00109,6.220424,14.788261,16,4,K00109,99.526784,59.153044,1.682530218,0.750632415,Other,Other,5.38751545,0.00068834,intermediate,0.78153846,24,89.07692308,2
K00263,0,8.911565,16,4,K00263,0,35.64626,0,inf,Other,Other,3.96600742,0.00069085,intermediate,0.41176471,11,26.29411765,16
K11781,5.69884,11.421615,16,4,K11781,91.18144,45.68646,1.995808824,0.996973533,Other,Other,6.19962917,0.00070467,intermediate,0.64705882,17,65.35294118,3
K01075,0,9.97258,16,4,K01075,0,39.89032,0,inf,Other,Other,4.54511743,0.00072111,intermediate,0.75,8,12.5,8
K01819,93.9398,255.46925,16,4,K01819,1503.0368,1021.877,1.470858822,0.556658778,Other,Other,5.1013597,0.00072674,intermediate,0.45,5,11.8,4
K08260,12.61188,34.9252,16,4,K08260,201.79008,139.7008,1.444444699,0.530514971,Other,Other,11.83498146,0.00075602,intermediate,0.66666667,4,4,3
K00325,24.78901,67.925847,16,4,K00325,396.62416,271.703388,1.459768915,0.545740005,Other,Other,4.05933251,0.0007732,intermediate,0.575,11,23.875,15
K00322,3.79072,8.322553,16,4,K00322,60.65152,33.290212,1.821902486,0.865445744,Other,Other,4.05933251,0.0007732,intermediate,0.575,11,23.875,15
K00323,0,0.33519,16,4,K00323,0,1.34076,0,inf,Other,Other,4.05933251,0.0007732,intermediate,0.575,11,23.875,15
K00601,0,3.132517,16,4,K00601,0,12.530068,0,inf,Other,Other,3.87391842,0.00078603,intermediate,0.67701149,30,41.26666667,30
K05552,0,0.879566,16,4,K05552,0,3.518264,0,inf,Other,Other,3.56365884,0.00079068,intermediate,0.84182692,62,91.49230769,63
K05350,158.2285,394.3315,16,4,K05350,2531.656,1577.326,1.605030285,0.68260052,Other,Other,4.38195303,0.0008439,intermediate,0.66381766,12,36.18518519,27
K09699,0,1.644117,16,4,K09699,0,6.576468,0,inf,Other,Other,3.86093943,0.00085477,intermediate,0.33684211,15,48.4,17
K11204,0,0.543222,16,4,K11204,0,2.172888,0,inf,Other,Other,3.57663782,0.00085983,intermediate,0.5184513,51,63.72413793,53
K14333,2.17619,4.35239,16,4,K14333,34.81904,17.40956,1.999995405,0.999996685,Other,Other,4.37206428,0.0008716,intermediate,0.71428571,7,25.42857143,7
K08348,1.50058,10.075728,16,4,K08348,24.00928,40.302912,0.595720726,0.747291941,Other,Other,3.67243511,0.00090731,intermediate,0.5951049,59,75.60606061,57
K08350,1.51048,10.72792,16,4,K08350,24.16768,42.91168,0.563195848,0.828291397,Other,Other,3.67243511,0.00090731,intermediate,0.5951049,59,75.60606061,57
K08349,2.25856,4.63813,16,4,K08349,36.13696,18.55252,1.947819488,0.961859983,Other,Other,3.67243511,0.00090731,intermediate,0.5951049,59,75.60606061,57
K00126,0,10.52892,16,4,K00126,0,42.11568,0,inf,Other,Other,3.67243511,0.00090731,intermediate,0.5951049,59,75.60606061,57
K14471,0,0.86261,16,4,K14471,0,3.45044,0,inf,Other,Other,3.84548826,0.00093066,intermediate,0.40979592,50,50.14,45
K14472,0,2.63223,16,4,K14472,0,10.52892,0,inf,Other,Other,3.84548826,0.00093066,intermediate,0.40979592,50,50.14,45
K00007,0,8.475165,16,4,K00007,0,33.90066,0,inf,Other,Other,4.84116193,0.000952,intermediate,0.39761905,18,25.42857143,14
K13247,0,2.5514,16,4,K13247,0,10.2056,0,inf,Other,Other,5.21940667,0.00095323,intermediate,0.16666667,2,7.666666667,3
K01521,2.87537,7.18841,16,4,K01521,46.00592,28.75364,1.600003339,0.678074916,Other,Other,5.70889988,0.00095488,intermediate,0.58888889,5,12,6
K00158,1.80512,4.800526,16,4,K00158,28.88192,19.202104,1.504101842,0.588902255,Other,Other,3.32076638,0.00095951,intermediate,0.78239027,60,88.29032258,58
K00303,33.16021,86.261125,16,4,K00303,530.56336,345.0445,1.537666475,0.620742612,Other,Other,3.71817058,0.00097068,intermediate,0.63978495,23,50.58064516,30
K00314,0,0.411949,16,4,K00314,0,1.647796,0,inf,Other,Other,3.71817058,0.00097068,intermediate,0.63978495,23,50.58064516,30
K00886,18.28377,39.33118,16,4,K00886,292.54032,157.32472,1.859468239,0.894890106,Other,Other,4.16563659,0.0009731,intermediate,0.4715505,37,34.97368421,33
K00054,4.206129,27.677386,16,4,K00054,67.298064,110.709544,0.607879516,0.718142691,Other,Other,4.49814586,0.00099625,intermediate,0.73333333,6,29.5,6
K12112,4.80514,19.22056,16,4,K12112,76.88224,76.88224,1,0,Other,Other,4.47156984,0.00099674,intermediate,0.56236559,30,36.19354839,26
K12111,14.99217,40.460145,16,4,K12111,239.87472,161.84058,1.48216671,0.567707727,Other,Other,4.47156984,0.00099674,intermediate,0.56236559,30,36.19354839,26
K13298,0,0.751667,16,4,K13298,0,3.006668,0,inf,Other,Other,4.6829419,0.00100676,intermediate,0.46753247,4,39.22727273,18
K13967,0,2.727492,16,4,K13967,0,10.909968,0,inf,Other,Other,5.68912237,0.00102047,intermediate,0.44545455,7,11.18181818,10
K05606,0,14.74048,16,4,K05606,0,58.96192,0,inf,Other,Other,4.50988875,0.00103629,intermediate,0.34545455,9,30.90909091,10
K00772,24.11313,57.20934,16,4,K00772,385.81008,228.83736,1.685957573,0.753568231,Other,Other,5.54573548,0.00103964,intermediate,0.5,4,6.25,4
K01431,0,0.875265,16,4,K01431,0,3.50106,0,inf,Other,Other,4.11804697,0.0011166,intermediate,0.67948718,13,44.07692308,9
K03399,10.33126,22.48491,16,4,K03399,165.30016,89.93964,1.837901063,0.878059107,Other,Other,11.50061805,0.0011321,intermediate,0,2,2.5,2
K10815,0,0.763291,16,4,K10815,0,3.053164,0,inf,Other,Other,3.72311496,0.00113526,intermediate,0.66781609,21,51.96666667,29
K07535,5.64556,35.53558,16,4,K07535,90.32896,142.14232,0.635482522,0.654075648,Other,Other,7.40111248,0.00113631,intermediate,0,2,2,2
K00801,8.54337,19.64376,16,4,K00801,136.69392,78.57504,1.739660839,0.798806068,Other,Other,5.86155748,0.00113631,intermediate,0.71111111,9,10.7,10
K03821,2.225848,15.973682,16,4,K03821,35.613568,63.894728,0.557378818,0.843269917,Other,Other,4.80778739,0.00113631,intermediate,0.6,5,27.6,5
K10027,0,1.385401,16,4,K10027,0,5.541604,0,inf,Other,Other,6.98887515,0.00113631,intermediate,0,2,2,2
K01575,8.28341,23.35891,16,4,K01575,132.53456,93.43564,1.41845831,0.504323749,Other,Other,1,0.00113702,intermediate,0.46666667,4,35,2
K05954,0,0.892726,16,4,K05954,0,3.570904,0,inf,Other,Other,1.5,0.00113702,intermediate,0.8,9,10.8,1
K00457,6.439906,16.041133,16,4,K00457,103.038496,64.164532,1.605848165,0.683335491,Other,Other,3.91656366,0.0011621,intermediate,0.71315789,18,64.25,19
K10217,0,2.21433,16,4,K10217,0,8.85732,0,inf,Other,Other,5.21013597,0.00116651,intermediate,0.33333333,4,5.25,4
K05711,0,5.30344,16,4,K05711,0,21.21376,0,inf,Other,Other,4.42583436,0.00118299,intermediate,0.46666667,6,25,6
K04110,1.354812,8.860549,16,4,K04110,21.676992,35.442196,0.611615375,0.709303421,Other,Other,4.04264524,0.00119243,intermediate,0.38888889,8,35.77777778,9
K05308,0,2.606673,16,4,K05308,0,10.426692,0,inf,Other,Other,4.78121137,0.0011947,intermediate,0.44444444,9,6.222222222,9
K01631,15.00251,37.10946,16,4,K01631,240.04016,148.43784,1.617108953,0.693416884,Other,Other,3.81087763,0.00121357,intermediate,0.83003953,21,42.60869565,23
K02502,179.7212,502.7161,16,4,K02502,2875.5392,2010.8644,1.430001546,0.516016706,Other,Other,4.4487021,0.00121835,intermediate,0.55454545,11,15.81818182,10
K09474,5.55012,22.20048,16,4,K09474,88.80192,88.80192,1,0,Other,Other,5.39307787,0.00126175,intermediate,0.58974359,12,14.92307692,10
K01093,2.476316,6.874466,16,4,K01093,39.621056,27.497864,1.44087759,0.526947776,Other,Other,5.39307787,0.00126175,intermediate,0.58974359,12,14.92307692,10
K03788,5.33113,14.40444,16,4,K03788,85.29808,57.61776,1.480412984,0.565999694,Other,Other,5.39307787,0.00126175,intermediate,0.58974359,12,14.92307692,10
K09680,29.69187,194.66208,16,4,K09680,475.06992,778.64832,0.610121293,0.712832013,Other,Other,4.29728059,0.00126694,intermediate,0.54545455,7,20.91666667,12
K01721,1.79891,11.46331,16,4,K01721,28.78256,45.85324,0.627710495,0.671828764,Other,Other,4.60877627,0.00129537,intermediate,0.21428571,7,13.71428571,4
K01032,1.66504,13.27715,16,4,K01032,26.64064,53.1086,0.501625725,0.995316758,Other,Other,4.26328801,0.00133771,intermediate,0.65555556,10,45,9
K11181,4.561758,10.382477,16,4,K11181,72.988128,41.529908,1.757483498,0.813511143,Other,Other,3.83498146,0.00135842,intermediate,0.38505747,28,58.6,27
K00539,0,2.91044,16,4,K00539,0,11.64176,0,inf,Other,Other,4.60074166,0.00144136,intermediate,0.21428571,8,18.875,8
K11262,0,0.458346,16,4,K11262,0,1.833384,0,inf,Other,Other,3.56118665,0.00144951,intermediate,0.82051282,63,90.31818182,64
K12743,0.0949558,0.5697352,16,4,K12743,1.5192928,2.2789408,0.666666199,0.584963514,Other,Other,3.83868974,0.00146048,intermediate,0.52643678,29,66.23333333,9
K12304,0,1.939351,16,4,K12304,0,7.757404,0,inf,Other,Other,4.17614339,0.00153481,intermediate,0.43582888,11,38.70588235,28
K14048,45.43671,120.28564,16,4,K14048,726.98736,481.14256,1.510960411,0.59546586,Other,Other,3.59270705,0.00155489,intermediate,0.54375951,70,77.47945205,63
K01430,10.7395,70.84526,16,4,K01430,171.832,283.38104,0.606363785,0.721744504,Other,Other,3.59270705,0.00155489,intermediate,0.54375951,70,77.47945205,63
K01427,0.822978,6.283162,16,4,K01427,13.167648,25.132648,0.523926011,0.932565008,Other,Other,3.59270705,0.00155489,intermediate,0.54375951,70,77.47945205,63
K00040,129.0026,359.8849,16,4,K00040,2064.0416,1439.5396,1.433820647,0.519864572,Other,Other,5.96353523,0.00169203,intermediate,0,2,4.5,2
K00888,0,0.306755,16,4,K00888,0,1.22702,0,inf,Other,Other,5.7855377,0.00170377,intermediate,0.25,3,9.8,4
K01697,24.1955,55.69923,16,4,K01697,387.128,222.79692,1.737582369,0.797081369,Other,Other,3.57292954,0.00172198,intermediate,0.36258865,24,54.47916667,47
K02509,2.51518,15.53082,16,4,K02509,40.24288,62.12328,0.647790651,0.626400448,Other,Other,4.31087763,0.00178265,intermediate,0,2,32,2
K03416,0,2.089396,16,4,K03416,0,8.357584,0,inf,Other,Other,3.54573548,0.00179586,intermediate,0.6938171,70,83.83783784,71
K00055,4.80313,10.65021,16,4,K00055,76.85008,42.60084,1.803956917,0.851164884,Other,Other,4.13349815,0.00179859,intermediate,0.25,8,16.5,7
K12256,0,6.337362,16,4,K12256,0,25.349448,0,inf,Other,Other,4.1118665,0.00183149,intermediate,0.4,6,36.4,4
K12409,0.492412,1.969648,16,4,K12409,7.878592,7.878592,1,0,Other,Other,5.79110012,0.00187821,intermediate,0.38095238,12,9.733333333,14
K00190,0,0.532713,16,4,K00190,0,2.130852,0,inf,Other,Other,3.54511743,0.00188076,intermediate,0.73822938,67,87.36619718,69
K01178,5.961075,36.504325,16,4,K01178,95.3772,146.0173,0.653191094,0.614422973,Other,Other,4.47775031,0.00189003,intermediate,0.56091954,29,34.16666667,26
K01635,2.034,4.310368,16,4,K01635,32.544,17.241472,1.887541853,0.916508634,Other,Other,3.75092707,0.00194433,intermediate,0.52402402,32,35.02702703,37
K00395,0,2.52101,16,4,K00395,0,10.08404,0,inf,Other,Other,4.12855377,0.00195735,intermediate,0.48039216,18,18.94444444,15
K11140,0,0.355848,16,4,K11140,0,1.423392,0,inf,Other,Other,3.48578492,0.00203213,intermediate,0.41591252,38,61.48076923,50
K01068,4.10296,10.2574,16,4,K01068,65.64736,41.0296,1.6,0.678071905,Other,Other,4.34239802,0.00206963,intermediate,0.26923077,9,27.28571429,9
K01194,9.3994,21.487915,16,4,K01194,150.3904,85.95166,1.749709081,0.807115069,Other,Other,4.83745365,0.0020994,intermediate,0.40923077,21,31.69230769,19
K09023,2.68656,16.07666,16,4,K09023,42.98496,64.30664,0.66843735,0.581135747,Other,Other,4.13226205,0.00211616,intermediate,0.57142857,8,25.125,7
K00823,17.31072,39.938821,16,4,K00823,276.97152,159.755284,1.733723687,0.793873987,Other,Other,3.70333745,0.00222097,intermediate,0.34963768,24,37.33333333,19
K00577,3.02096,7.8904,16,4,K00577,48.33536,31.5616,1.531461016,0.614908643,Other,Other,4.06489493,0.00225199,intermediate,0.6114082,33,45.35294118,34
K00580,4.57695,9.28915,16,4,K00580,73.2312,37.1566,1.970880005,0.978839942,Other,Other,4.06489493,0.00225199,intermediate,0.6114082,33,45.35294118,34
K00583,0,8.8391,16,4,K00583,0,35.3564,0,inf,Other,Other,4.06489493,0.00225199,intermediate,0.6114082,33,45.35294118,34
K01484,1.59111,10.409564,16,4,K01484,25.45776,41.638256,0.611403129,0.70980416,Other,Other,6.73238566,0.00227058,intermediate,0,1,7.666666667,2
K01772,9.27565,55.863751,16,4,K01772,148.4104,223.455004,0.664162347,0.590392159,Other,Other,10.52472188,0.00227122,intermediate,0.66666667,6,5.166666667,6
K10011,1.62474,9.19952,16,4,K10011,25.99584,36.79808,0.706445554,0.50134972,Other,Other,6.03090235,0.00227193,intermediate,0.3,5,3.8,5
K00261,9.07103,52.858422,16,4,K00261,145.13648,211.433688,0.686439712,0.542795076,Other,Other,3.5197775,0.00229578,intermediate,0.40825841,74,70.16666667,63
K05714,0,8.27966,16,4,K05714,0,33.11864,0,inf,Other,Other,4.06427689,0.00232438,intermediate,0.59714795,34,32.97058824,31
K01690,4.675437,12.795137,16,4,K01690,74.806992,51.180548,1.461629367,0.547577526,Other,Other,4.06613103,0.0024007,intermediate,0.46666667,6,24.83333333,6
K01930,16.53729,40.802604,16,4,K01930,264.59664,163.210416,1.621199471,0.697061609,Other,Other,3.84919654,0.00247073,intermediate,0.76923077,26,45.88461538,24
K00481,0.920266,7.290631,16,4,K00481,14.724256,29.162524,0.504903348,0.985920851,Other,Other,4.71508035,0.00259767,intermediate,0.46969697,12,10.41666667,12
K00654,0,1.410071,16,4,K00654,0,5.640284,0,inf,Other,Other,3.76390606,0.00260103,intermediate,0.40942029,18,33.625,24
K01630,4.1371,25.99455,16,4,K01630,66.1936,103.9782,0.636610366,0.651517445,Other,Other,3.34054388,0.0026041,intermediate,0.76388154,61,84.69354839,59
K02552,15.20132,40.951435,16,4,K02552,243.22112,163.80574,1.484814391,0.570282598,Other,Other,4.19901112,0.00264505,intermediate,0.64229249,19,24.56521739,23
K00362,6.240351,37.46778,16,4,K00362,99.845616,149.87112,0.666209848,0.585951416,Other,Other,4.02224969,0.00267454,intermediate,0.51341463,41,57.75609756,31
K01139,33.78207,88.52203,16,4,K01139,540.51312,354.08812,1.526493236,0.610221197,Other,Other,4.09703337,0.00268171,intermediate,0.54166667,8,40.33333333,9
K07514,0,0.991644,16,4,K07514,0,3.966576,0,inf,Other,Other,3.81334981,0.0027072,intermediate,0.33857539,44,35.25531915,46
K00148,0,0.937129,16,4,K00148,0,3.748516,0,inf,Other,Other,3.61557478,0.0027828,intermediate,0.68387097,31,59.4516129,27
K06163,9.36493,55.35319,16,4,K06163,149.83888,221.41276,0.67674004,0.563326346,Other,Other,6.47748304,0.00284958,intermediate,0,1,3.5,1
K02203,184.8238,505.2962,16,4,K02203,2957.1808,2021.1848,1.463092737,0.549021216,Other,Other,3.81829419,0.00291491,central,0.42210145,22,31.45833333,24
K13830,0,1.387839,16,4,K13830,0,5.551356,0,inf,Other,Other,4.47095179,0.00303206,central,0.44871795,13,13.92307692,13
K14578,0,3.40936,16,4,K14578,0,13.63744,0,inf,Other,Other,4.0407911,0.00306217,central,0.38181818,11,37,11
K09473,0,5.55012,16,4,K09473,0,22.20048,0,inf,Other,Other,3.65698393,0.00306353,central,0.62222222,10,67.31111111,41
K05306,47.5024,278.35154,16,4,K05306,760.0384,1113.40616,0.682624569,0.550835754,Other,Other,3.63906057,0.00322054,central,0.75324675,22,46,22
K01196,0,0.438767,16,4,K01196,0,1.755068,0,inf,Other,Other,4.47156984,0.00322387,central,0.44206349,30,32.11111111,31
K00231,12.44034,28.420447,16,4,K00231,199.04544,113.681788,1.750899977,0.80809667,Other,Other,9.5302843,0.00339629,central,0.61904762,7,5.142857143,7
K00276,0,3.73125,16,4,K00276,0,14.925,0,inf,Other,Other,3.63535229,0.00340397,central,0.30833333,7,40.3125,16
K01739,49.34472,129.80108,16,4,K01739,789.51552,519.20432,1.520625868,0.604665239,Other,Other,3.79480841,0.00340426,central,0.26168831,56,47.35714286,38
K00978,167.0099,438.3404,16,4,K00978,2672.1584,1753.3616,1.524020145,0.607881973,Other,Other,4.88195303,0.00340473,central,0.77272727,12,26.33333333,11
K03897,1.60891,3.217828,16,4,K03897,25.74256,12.871312,1.999995028,0.999996413,Other,Other,5.10074166,0.00340473,central,0.38888889,5,7.111111111,9
K00028,0.920266,1.841843,16,4,K00028,14.724256,7.367372,1.998576426,0.998972743,Other,Other,3.25648949,0.00350801,central,0.4346555,109,79.65486726,107
K10218,8.1099,46.72867,16,4,K10218,129.7584,186.91468,0.694211926,0.526551945,Other,Other,3.28059333,0.00354819,central,0.60553797,79,86.525,76
K01782,2.50555,7.015812,16,4,K01782,40.0888,28.063248,1.428516043,0.514517239,Other,Other,3.81149567,0.00388978,central,0.30612245,47,33.4,48
