GID,High,Low,nlow,nhigh,ID,N,D,OR,abs[log2(OR)],OR-type,OR-type2,AverageShortestPathLength,BetweennessCentrality,Centrality Tier,ClusteringCoefficient,Indegree,NeighborhoodConnectivity,Outdegree
K01210,34.63311,87.9473,16,4,K01210,554.12976,351.7892,1.575175588,0.655512658,Other,Other,4.48301421,0,peripheral,0.95526316,0,42.65,20
K02747,35.78826,89.932338,16,4,K02747,572.61216,359.729352,1.591786038,0.670646427,Other,Other,7.09438618,0,peripheral,0,0,5,1
K02813,4.36564,10.9543,16,4,K02813,69.85024,43.8172,1.594128333,0.672767776,Other,Other,4.44348363,0,peripheral,0,0,71,1
K11646,6.20933,15.574191,16,4,K11646,99.34928,62.296764,1.594774329,0.673352288,Other,Other,5.46724351,0,peripheral,1,6,9.333333333,6
K05395,4.39244,10.9811,16,4,K05395,70.27904,43.9244,1.6,0.678071905,Other,Other,3.78368356,0,peripheral,0.74923077,20,71.03846154,25
K09882,9.76668,23.836123,16,4,K09882,156.26688,95.344492,1.638971237,0.712790536,Other,Other,14.48454883,0,peripheral,1,3,3.333333333,3
K01574,1.29704,8.57598,16,4,K01574,20.75264,34.30392,0.604964097,0.725078569,Other,Other,4.45117429,0,peripheral,0.95833333,8,28.33333333,9
K07310,4.85551,11.47395,16,4,K07310,77.68816,45.8958,1.692707394,0.759332606,Other,Other,5.60345893,0,peripheral,0,0,10,1
K03405,8.25791,55.933748,16,4,K03405,132.12656,223.734992,0.590549376,0.759870405,Other,Other,10.52595797,0,peripheral,1,5,6,5
K00119,3.90026,26.514677,16,4,K00119,62.40416,106.058708,0.58839261,0.765148968,Other,Other,0,0,peripheral,1,2,4,0
K12529,4.14652,9.68057,16,4,K12529,66.34432,38.72228,1.713337128,0.776809054,Other,Other,5.60345893,0,peripheral,0,0,10,1
K11214,12.68445,29.59705,16,4,K11214,202.9512,118.3882,1.714285714,0.777607579,Other,Other,4.53337454,0,peripheral,1,4,44.25,4
K10984,19.61751,44.93297,16,4,K10984,313.88016,179.73188,1.746379997,0.804367511,Other,Other,6.09814815,0,peripheral,0,0,9,1
K00373,7.41697,16.90406,16,4,K00373,118.67152,67.61624,1.755074225,0.811532046,Other,Other,5.01421508,0,peripheral,1,12,21.75,12
K02808,24.23261,54.462448,16,4,K02808,387.72176,217.849792,1.779766492,0.83168797,Other,Other,5.17799753,0,peripheral,0.78571429,8,45.75,1
K08357,1.384658,10.034984,16,4,K08357,22.154528,40.139936,0.55193232,0.857436726,Other,Other,4.24721879,0,peripheral,1,6,24.5,6
K00370,7.799004,16.962345,16,4,K00370,124.784064,67.84938,1.839133445,0.879026164,Other,Other,5.01421508,0,peripheral,1,12,21.75,12
K00371,11.97057,25.648583,16,4,K00371,191.52912,102.594332,1.866858688,0.900612727,Other,Other,5.01421508,0,peripheral,1,12,21.75,12
K01718,8.57238,18.34903,16,4,K01718,137.15808,73.39612,1.868737476,0.90206391,Other,Other,5.44932015,0,peripheral,0.81818182,11,22.72727273,8
K01044,2.10032,15.941109,16,4,K01044,33.60512,63.764436,0.527019795,0.924070944,Other,Other,5.12476838,0,peripheral,0,0,14.5,2
K00130,8.006862,61.4318,16,4,K00130,128.109792,245.7272,0.521349659,0.93967681,Other,Other,4.223733,0,peripheral,0.91666667,4,24.75,3
K00934,1.03165,2.08454,16,4,K00934,16.5064,8.33816,1.979621403,0.985224546,Other,Other,0,0,peripheral,1,9,19.77777778,0
K03863,4.42722,35.25471,16,4,K03863,70.83552,141.01884,0.502312457,0.993343042,Other,Other,5.42645241,0,peripheral,1,5,8.2,5
K00004,0,6.709222,16,4,K00004,0,26.836888,0,inf,Other,Other,1,0,peripheral,0.5,2,4,1
K00315,0,0.443049,16,4,K00315,0,1.772196,0,inf,Other,Other,4.70580964,0,peripheral,1,5,26.2,5
K00360,0,0.395999,16,4,K00360,0,1.583996,0,inf,Other,Other,5.01421508,0,peripheral,1,12,21.75,12
K00485,0,0.809917,16,4,K00485,0,3.239668,0,inf,Other,Other,6.0500618,0,peripheral,1,3,20,3
K00493,0,0.915558,16,4,K00493,0,3.662232,0,inf,Other,Other,1,0,peripheral,0.66666667,3,10,1
K00587,0,4.29579,16,4,K00587,0,17.18316,0,inf,Other,Other,0,0,peripheral,0,1,2,0
K00591,0,1.25169,16,4,K00591,0,5.00676,0,inf,Other,Other,8.6328801,0,peripheral,1,3,5,3
K00635,0,0.793755,16,4,K00635,0,3.17502,0,inf,Other,Other,5.00432633,0,peripheral,0.8,5,10.4,4
K00816,0,4.120094,16,4,K00816,0,16.480376,0,inf,Other,Other,4.51236094,0,peripheral,1,3,18.66666667,3
K00875,0,1.775687,16,4,K00875,0,7.102748,0,inf,Other,Other,4.4289246,0,peripheral,0.84615385,11,23.30769231,13
K00887,0,1.29236,16,4,K00887,0,5.16944,0,inf,Other,Other,5.46201359,0,peripheral,0,0,19,1
K00922,0,0.552864,16,4,K00922,0,2.211456,0,inf,Other,Other,0,0,peripheral,0,1,2,0
K01049,0,0.544876,16,4,K01049,0,2.179504,0,inf,Other,Other,5.21927116,0,peripheral,1,0,6,3
K01237,0,0.615092,16,4,K01237,0,2.460368,0,inf,Other,Other,4.63495985,0,peripheral,1,0,22.5,2
K01253,0,2.01114,16,4,K01253,0,8.04456,0,inf,Other,Other,5.69178505,0,peripheral,0,0,8,1
K01522,0,2.32457,16,4,K01522,0,9.29828,0,inf,Other,Other,4.11179741,0,peripheral,0.9047619,0,53.57142857,7
K02568,0,23.52121,16,4,K02568,0,94.08484,0,inf,Other,Other,5.01421508,0,peripheral,1,12,21.75,12
K02609,0,8.4033,16,4,K02609,0,33.6132,0,inf,Other,Other,5.22991347,0,peripheral,0.86666667,5,7.333333333,6
K02611,0,8.35443,16,4,K02611,0,33.41772,0,inf,Other,Other,5.22991347,0,peripheral,0.86666667,5,7.333333333,6
K02612,0,10.37338,16,4,K02612,0,41.49352,0,inf,Other,Other,5.22991347,0,peripheral,0.86666667,5,7.333333333,6
K02613,0,8.965138,16,4,K02613,0,35.860552,0,inf,Other,Other,5.22991347,0,peripheral,0.86666667,5,7.333333333,6
K03391,0,0.685792,16,4,K03391,0,2.743168,0,inf,Other,Other,5.60815822,0,peripheral,0,1,7,1
K03857,0,3.878498,16,4,K03857,0,15.513992,0,inf,Other,Other,5.78677379,0,peripheral,0.41666667,2,12,3
K04097,0,11.21891,16,4,K04097,0,44.87564,0,inf,Other,Other,4.6946848,0,peripheral,0.8,5,23.6,1
K04099,0,10.771298,16,4,K04099,0,43.085192,0,inf,Other,Other,5.27733169,0,peripheral,0,0,2,1
K06118,0,0.858473,16,4,K06118,0,3.433892,0,inf,Other,Other,0,0,peripheral,1,6,13.66666667,0
K06611,0,0.412899,16,4,K06611,0,1.651596,0,inf,Other,Other,4.94313968,0,peripheral,1,3,51,4
K07249,0,0.691087,16,4,K07249,0,2.764348,0,inf,Other,Other,4.4697157,0,peripheral,1,7,20.85714286,7
K07534,0,1.39293,16,4,K07534,0,5.57172,0,inf,Other,Other,8.40049444,0,peripheral,0,1,2,1
K07548,0,1.44348,16,4,K07548,0,5.77392,0,inf,Other,Other,5.13473424,0,peripheral,0,1,20,1
K10105,0,2.695364,16,4,K10105,0,10.781456,0,inf,Other,Other,5.51915946,0,peripheral,1,3,7.666666667,3
K11211,0,4.43781,16,4,K11211,0,17.75124,0,inf,Other,Other,0,0,peripheral,0,1,4,0
K11422,0,0.288464,16,4,K11422,0,1.153856,0,inf,Other,Other,5.55157505,0,peripheral,0,0,8,1
K11778,0,4.96469,16,4,K11778,0,19.85876,0,inf,Other,Other,5.86217553,0,peripheral,0.88888889,8,11.88888889,9
K12420,0,4.11474,16,4,K12420,0,16.45896,0,inf,Other,Other,4.56242274,0,peripheral,1,2,65,2
K12504,1.03463,0,16,4,K12504,16.55408,0,inf,inf,Other,Other,5.86217553,0,peripheral,0.88888889,8,11.88888889,9
K13028,0,6.14354,16,4,K13028,0,24.57416,0,inf,Other,Other,4.63844252,0,peripheral,0,1,38,1
K13995,0,1.6966,16,4,K13995,0,6.7864,0,inf,Other,Other,5.13473424,0,peripheral,0,1,21,1
K14268,0,2.521008,16,4,K14268,0,10.084032,0,inf,Other,Other,0,0,peripheral,0,4,2,0
K14447,0,1.608648,16,4,K14447,0,6.434592,0,inf,Other,Other,5.5092707,0,peripheral,1,2,13.5,1
K14449,0,3.04812,16,4,K14449,0,12.19248,0,inf,Other,Other,4.36093943,0,peripheral,0,1,95,1
K08683,2.75372,18.12942,16,4,K08683,44.05952,72.51768,0.607569354,0.718878993,Other,Other,4.31953028,4E-08,peripheral,0.95238095,7,62.57142857,7
K11152,0,2.11824,16,4,K11152,0,8.47296,0,inf,Other,Other,4.46909765,5E-08,peripheral,0.85714286,7,19,8
K03330,3.4027,7.52776,16,4,K03330,54.4432,30.11104,1.808081023,0.854459328,Other,Other,4.5500618,9E-08,peripheral,0.93333333,6,15,6
K01702,0,0.469794,16,4,K01702,0,1.879176,0,inf,Other,Other,4.45179234,1.8E-07,peripheral,0.83333333,4,27.75,4
K13480,26.26252,72.51369,16,4,K13480,420.20032,290.05476,1.448693067,0.534751966,Other,Other,5.19777503,2.8E-07,peripheral,0.88235294,17,24.82352941,15
K13483,1.51688,10.63425,16,4,K13483,24.27008,42.537,0.57056398,0.809539424,Other,Other,5.19777503,2.8E-07,peripheral,0.88235294,17,24.82352941,15
K01720,2.84683,8.003734,16,4,K01720,45.54928,32.014936,1.422750931,0.508683124,Other,Other,5.15636588,4.4E-07,peripheral,0,1,17,1
K00932,1.66118,10.125207,16,4,K00932,26.57888,40.500828,0.656255225,0.60767109,Other,Other,4.3974042,4.6E-07,peripheral,0.91071429,8,59,7
K00442,4.47637,11.40075,16,4,K00442,71.62192,45.603,1.570552815,0.651272459,Other,Other,4.94499382,4.6E-07,peripheral,0.96666667,6,10.16666667,6
K00441,37.68505,91.01794,16,4,K00441,602.9608,364.07176,1.656159214,0.727841373,Other,Other,4.94499382,4.6E-07,peripheral,0.96666667,6,10.16666667,6
K00443,5.01333,10.39048,16,4,K00443,80.21328,41.56192,1.929970511,0.948578804,Other,Other,4.94499382,4.6E-07,peripheral,0.96666667,6,10.16666667,6
K00060,58.47985,158.11943,16,4,K00060,935.6776,632.47772,1.479384286,0.564996856,Other,Other,4.14524104,1.41E-06,peripheral,0.55,4,35,5
K05709,0,18.96808,16,4,K05709,0,75.87232,0,inf,Other,Other,4.43263288,1.71E-06,peripheral,0.86666667,6,26,6
K01941,8.076924,51.296081,16,4,K01941,129.230784,205.184324,0.629827764,0.666970739,Other,Other,4.5302843,2E-06,peripheral,0.95238095,7,62.57142857,7
K01499,2.21319,5.54844,16,4,K01499,35.41104,22.19376,1.595540368,0.67404511,Other,Other,4.94066749,2.5E-06,peripheral,0.33333333,3,11.66666667,3
K03780,128.6704,363.07688,16,4,K03780,2058.7264,1452.30752,1.417555422,0.503405142,Other,Other,3.78182942,2.66E-06,peripheral,0.91748768,29,81.44827586,28
K08692,0,2.40258,16,4,K08692,0,9.61032,0,inf,Other,Other,3.99505562,3.89E-06,peripheral,0.91176471,17,55.11764706,17
K14067,0.903998,0,16,4,K14067,14.463968,0,inf,inf,Other,Other,3.99505562,3.89E-06,peripheral,0.91176471,17,55.11764706,17
K05607,3.1265,8.68,16,4,K05607,50.024,34.72,1.44078341,0.526853475,Other,Other,4.50309023,6.37E-06,peripheral,0.61904762,7,27.57142857,7
K13766,0,4.07362,16,4,K13766,0,16.29448,0,inf,Other,Other,4.50309023,6.37E-06,peripheral,0.61904762,7,27.57142857,7
K12235,1.0498,4.1992,16,4,K12235,16.7968,16.7968,1,0,Other,Other,3.85228677,7.24E-06,peripheral,0.78333333,14,43.0625,16
K01826,49.16045,113.51594,16,4,K01826,786.5672,454.06376,1.732283589,0.792675131,Other,Other,6.06551298,1.06E-05,peripheral,0.33333333,3,2.666666667,3
K00877,2.73661,18.883294,16,4,K00877,43.78576,75.533176,0.579689116,0.786648697,Other,Other,5.62731768,1.14E-05,peripheral,0.66666667,6,8.833333333,5
K02345,4.1626,25.22762,16,4,K02345,66.6016,100.91048,0.66000677,0.599447271,Other,Other,4.07663782,1.57E-05,peripheral,0.90692641,20,36.54545455,22
K02344,2.0813,16.28126,16,4,K02344,33.3008,65.12504,0.511336346,0.967655517,Other,Other,4.07663782,1.57E-05,peripheral,0.90692641,20,36.54545455,22
K02324,0,0.567926,16,4,K02324,0,2.271704,0,inf,Other,Other,4.07663782,1.57E-05,peripheral,0.90692641,20,36.54545455,22
K02327,0,0.654451,16,4,K02327,0,2.617804,0,inf,Other,Other,4.07663782,1.57E-05,peripheral,0.90692641,20,36.54545455,22
K00835,5.03774,13.549805,16,4,K00835,80.60384,54.19922,1.487177122,0.572576482,Other,Other,3.96724351,1.65E-05,peripheral,0.58241758,7,30.14285714,14
K13938,3.30049,8.73132,16,4,K13938,52.80784,34.92528,1.512023382,0.59648045,Other,Other,3.87886279,1.75E-05,peripheral,0.89492754,24,49.04166667,22
K03185,2.73967,5.479346,16,4,K03185,43.83472,21.917384,1.99999781,0.99999842,Other,Other,7.63844252,1.85E-05,peripheral,0.33333333,3,5,3
K01220,29.77165,76.963789,16,4,K01220,476.3464,307.855156,1.547306877,0.629759355,Other,Other,5.98084054,2.35E-05,peripheral,0.5,4,6.5,4
K07256,0,6.113195,16,4,K07256,0,24.45278,0,inf,Other,Other,4.21508035,2.42E-05,peripheral,0.43333333,3,36.66666667,4
K06121,0,9.42125,16,4,K06121,0,37.685,0,inf,Other,Other,4.66563659,2.47E-05,peripheral,0.77777778,8,35.33333333,2
K01509,1.79969,3.743444,16,4,K01509,28.79504,14.973776,1.923031305,0.943382248,Other,Other,4.1131026,2.5E-05,peripheral,0.85714286,32,49.27777778,7
K12255,0,1.1222,16,4,K12255,0,4.4888,0,inf,Other,Other,4.25710754,2.57E-05,peripheral,0.59090909,10,47.63636364,6
K00904,0,10.10738,16,4,K00904,0,40.42952,0,inf,Other,Other,4.776267,2.83E-05,peripheral,0.72222222,10,55.2,8
K01707,0,8.18021,16,4,K01707,0,32.72084,0,inf,Other,Other,3.93510507,2.91E-05,peripheral,0.66666667,3,43.25,4
K02817,4.396282,9.437814,16,4,K02817,70.340512,37.751256,1.863262828,0.897831192,Other,Other,5.51112485,3.3E-05,peripheral,0.53571429,5,16.125,4
K02496,3.64399,22.550053,16,4,K02496,58.30384,90.200212,0.646382516,0.629539919,Other,Other,7.54635352,3.59E-05,peripheral,0.78571429,8,8.375,8
K11176,127.437,358.54156,16,4,K11176,2038.992,1434.16624,1.421726396,0.507643853,Other,Other,4.6013597,3.85E-05,peripheral,0.74761905,15,45.4,12
K00224,18.08543,50.687879,16,4,K00224,289.36688,202.751516,1.427199588,0.513187103,Other,Other,4.97342398,3.92E-05,peripheral,0.33333333,3,10.66666667,3
K02803,107.1363,297.39113,16,4,K02803,1714.1808,1189.56452,1.441015406,0.52708576,Other,Other,5.87577256,4.17E-05,peripheral,0.5,6,11.375,3
K02804,107.9806,299.0641,16,4,K02804,1727.6896,1196.2564,1.444246902,0.5303174,Other,Other,5.87577256,4.17E-05,peripheral,0.5,6,11.375,3
K00885,2.46461,19.44165,16,4,K00885,39.43376,77.7666,0.50707836,0.979719387,Other,Other,6.32571075,4.57E-05,peripheral,0.67857143,7,11.25,7
K01856,16.2167,38.90211,16,4,K01856,259.4672,155.60844,1.667436548,0.737631862,Other,Other,4.93139679,5.26E-05,peripheral,0,2,11.5,2
K05342,0.428723,3.00106,16,4,K05342,6.859568,12.00424,0.571428762,0.807354441,Other,Other,4.84301607,5.32E-05,peripheral,0.56617647,5,29.64705882,13
K01968,6.18328,37.181872,16,4,K01968,98.93248,148.727488,0.665192974,0.588155165,Other,Other,4.28059333,5.72E-05,peripheral,0.68888889,10,39.4,10
K00150,7.32792,16.84144,16,4,K00150,117.24672,67.36576,1.740449748,0.79946016,Other,Other,3.81520396,5.77E-05,peripheral,0.84980237,21,43,23
K10705,0,3.694405,16,4,K10705,0,14.77762,0,inf,Other,Other,3.81520396,5.77E-05,peripheral,0.84980237,21,43,23
K01096,58.5527,136.95552,16,4,K01096,936.8432,547.82208,1.710123112,0.774100188,Other,Other,5.78368356,5.8E-05,peripheral,0.63333333,5,11.66666667,5
K08353,0,1.808,16,4,K08353,0,7.232,0,inf,Other,Other,4.08590853,5.83E-05,peripheral,0.66666667,13,30.06666667,15
K09471,0,14.137792,16,4,K09471,0,56.551168,0,inf,Other,Other,5.47713226,6.29E-05,peripheral,0,2,24,2
K02822,91.8476,252.6922,16,4,K02822,1469.5616,1010.7688,1.45390479,0.539932797,Other,Other,6.21508035,6.95E-05,peripheral,0.8,5,5,5
K01857,1.77439,12.934043,16,4,K01857,28.39024,51.736172,0.548750302,0.865778267,Other,Other,6.36093943,7.18E-05,peripheral,0.33333333,3,4.666666667,3
K01608,6.577044,39.6839,16,4,K01608,105.232704,158.7356,0.66294331,0.593042589,Other,Other,3.67676143,7.53E-05,peripheral,0.74703557,23,58.04347826,21
K05825,0,1.803442,16,4,K05825,0,7.213768,0,inf,Other,Other,3.94808405,7.58E-05,peripheral,0.6,6,44.83333333,6
K04098,0,8.74907,16,4,K04098,0,34.99628,0,inf,Other,Other,4.60383189,8.09E-05,peripheral,0.6,5,12.8,5
K00467,1.47318,8.95098,16,4,K00467,23.57088,35.80392,0.658332384,0.603111928,Other,Other,3.83559951,9.01E-05,peripheral,0.65384615,4,63.92857143,11
K00460,1.03017,2.703769,16,4,K00460,16.48272,10.815076,1.524050316,0.607910534,Other,Other,5.46724351,9.26E-05,peripheral,0.16666667,2,10,2
K10817,1.305627,2.794354,16,4,K10817,20.890032,11.177416,1.868950033,0.902227999,Other,Other,3.868356,9.27E-05,peripheral,0.7807971,19,80.16666667,21
K04092,28.62008,66.7189,16,4,K04092,457.92128,266.8756,1.715860423,0.778932202,Other,Other,4.17058096,9.57E-05,peripheral,0.66615385,22,27.96153846,26
K04093,6.45014,12.90028,16,4,K04093,103.20224,51.60112,2,1,Other,Other,4.17058096,9.57E-05,peripheral,0.66615385,22,27.96153846,26
K06982,1.2605,8.09301,16,4,K06982,20.168,32.37204,0.623006768,0.68268026,Other,Other,4.82571075,9.7E-05,peripheral,0.5,4,16.25,4
K01821,63.15162,170.95223,16,4,K01821,1010.42592,683.80892,1.477643667,0.563298406,Other,Other,5.26514215,9.73E-05,peripheral,0.33333333,3,5.333333333,3
K00938,0,5.2735,16,4,K00938,0,21.094,0,inf,Other,Other,6.24969098,0.00010267,peripheral,0,2,5,2
K00247,3.03376,18.20256,16,4,K00247,48.54016,72.81024,0.666666667,0.584962501,Other,Other,4.0710754,0.00011409,peripheral,0.71827957,31,35.96774194,28
K00242,3.1402,23.84998,16,4,K00242,50.2432,95.39992,0.526658723,0.925059704,Other,Other,4.0710754,0.00011409,peripheral,0.71827957,31,35.96774194,28
K00234,0,4.457335,16,4,K00234,0,17.82934,0,inf,Other,Other,4.0710754,0.00011409,peripheral,0.71827957,31,35.96774194,28
K01849,20.99062,129.66503,16,4,K01849,335.84992,518.66012,0.647533726,0.626972759,Other,Other,4.17305315,0.00012531,peripheral,0.74210526,20,62.55,16
K01029,37.3091,95.6629,16,4,K01029,596.9456,382.6516,1.560023792,0.641568032,Other,Other,4.28491965,0.00013536,peripheral,0.73391813,19,35.89473684,19
K01027,1.497648,0,16,4,K01027,23.962368,0,inf,inf,Other,Other,4.28491965,0.00013536,peripheral,0.73391813,19,35.89473684,19
K03042,2.706416,7.326595,16,4,K03042,43.302656,29.30638,1.477584608,0.563240743,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03006,0.410296,1.005843,16,4,K03006,6.564736,4.023372,1.631650267,0.706331859,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K02999,0.122849,0.835576,16,4,K02999,1.965584,3.342304,0.588092525,0.765884941,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03057,10.26087,23.99668,16,4,K03057,164.17392,95.98672,1.710381603,0.77431824,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03051,6.2804,12.5608,16,4,K03051,100.4864,50.2432,2,1,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03055,5.50744,11.01488,16,4,K03055,88.11904,44.05952,2,1,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K13798,0.298071,0.596142,16,4,K13798,4.769136,2.384568,2,1,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03002,0,3.143199,16,4,K03002,0,12.572796,0,inf,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03027,0,1.03463,16,4,K03027,0,4.13852,0,inf,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K03058,0,19.17768,16,4,K03058,0,76.71072,0,inf,Other,Other,4.0315204,0.0001356,peripheral,0.79787234,41,49.625,48
K06441,1.780098,4.146423,16,4,K06441,28.481568,16.585692,1.717237243,0.780089367,Other,Other,5.6631644,0.00014169,peripheral,0.9,10,60.7,1
K00534,0,5.82086,16,4,K00534,0,23.28344,0,inf,Other,Other,5.6631644,0.00014169,peripheral,0.9,10,60.7,1
K10794,19.32886,53.51183,16,4,K10794,309.26176,214.04732,1.444828928,0.530898684,Other,Other,1,0.00014213,peripheral,0,1,8,1
K02787,25.29386,71.5216,16,4,K02787,404.70176,286.0864,1.414613767,0.500408207,Other,Other,5.44561187,0.00014294,peripheral,0.80952381,7,21,7
K02788,25.29386,71.5216,16,4,K02788,404.70176,286.0864,1.414613767,0.500408207,Other,Other,5.44561187,0.00014294,peripheral,0.80952381,7,21,7
K02786,29.94764,61.01262,16,4,K02786,479.16224,244.05048,1.963373479,0.973334633,Other,Other,5.44561187,0.00014294,peripheral,0.80952381,7,21,7
K00101,6.452554,36.560812,16,4,K00101,103.240864,146.243248,0.70595303,0.502355897,Other,Other,3.34301607,0.00014388,peripheral,0.87598306,56,91.32758621,55
K00187,28.17693,60.0447,16,4,K00187,450.83088,240.1788,1.877063588,0.908477524,Other,Other,4.54326329,0.0001449,peripheral,0.46732026,15,31.16666667,13
K01771,5.27273,37.24745,16,4,K01771,84.36368,148.9898,0.566237957,0.820519633,Other,Other,6.0315204,0.00014647,peripheral,0.33333333,3,9.5,1
K01236,2.355152,13.692926,16,4,K01236,37.682432,54.771704,0.687990865,0.539538686,Other,Other,5.0815822,0.00014689,peripheral,0.43333333,10,18,15
K13403,0,2.36292,16,4,K13403,0,9.45168,0,inf,Other,Other,4.10877627,0.00014693,peripheral,0.61050725,22,52.375,20
K00381,7.27151,19.857307,16,4,K00381,116.34416,79.429228,1.464752496,0.550656909,Other,Other,4.0105068,0.00015059,peripheral,0.55847953,17,27.89473684,16
K00380,14.82581,90.91183,16,4,K00380,237.21296,363.64732,0.652315986,0.616357111,Other,Other,4.0105068,0.00015059,peripheral,0.55847953,17,27.89473684,16
K01478,47.32235,125.34667,16,4,K01478,757.1576,501.38668,1.510127074,0.594669954,Other,Other,4.5500618,0.00016447,peripheral,0.5,11,17.92857143,13
K14446,0,3.129768,16,4,K14446,0,12.519072,0,inf,Other,Other,4.51297899,0.00016731,peripheral,0.76666667,15,29.1875,16
K13919,12.78292,35.83621,16,4,K13919,204.52672,143.34484,1.426816061,0.512799361,Other,Other,4.12299135,0.00017642,peripheral,0.13333333,2,32.83333333,4
K13920,6.54626,16.37615,16,4,K13920,104.74016,65.5046,1.598974118,0.677146587,Other,Other,4.12299135,0.00017642,peripheral,0.13333333,2,32.83333333,4
K07732,5.77392,11.54784,16,4,K07732,92.38272,46.19136,2,1,Other,Other,5.84487021,0.00018115,peripheral,0.66363636,11,15.90909091,10
K00861,0,4.399496,16,4,K00861,0,17.597984,0,inf,Other,Other,5.84487021,0.00018115,peripheral,0.66363636,11,15.90909091,10
K03153,0.962321,6.77712,16,4,K03153,15.397136,27.10848,0.56798227,0.8160822,Other,Other,7.04140915,0.00018341,peripheral,0.8715415,22,51.82608696,1
K01087,3.318832,20.925576,16,4,K01087,53.101312,83.702304,0.634406814,0.656519828,Other,Other,5.12484549,0.00019262,peripheral,0.39393939,10,16.41666667,12
K05915,0,2.65173,16,4,K05915,0,10.60692,0,inf,Other,Other,4.64771323,0.00019308,peripheral,0.82142857,8,13.75,8
K13942,3.1402,6.28753,16,4,K13942,50.2432,25.15012,1.997732019,0.998363069,Other,Other,4.18355995,0.00019615,peripheral,0.7,5,28.8,5
K01896,0,2.995043,16,4,K01896,0,11.980172,0,inf,Other,Other,4.36217553,0.00019729,peripheral,0.78095238,15,56.46666667,12
K07512,2.876657,7.701521,16,4,K07512,46.026512,30.806084,1.494072145,0.579249814,Other,Other,4.17305315,0.00020483,intermediate,0.54901961,14,38.33333333,18
K00025,0,3.21543,16,4,K00025,0,12.86172,0,inf,Other,Other,3.74783684,0.00020515,intermediate,0.65192308,40,73.8,39
K00026,0,1.06861,16,4,K00026,0,4.27444,0,inf,Other,Other,3.74783684,0.00020515,intermediate,0.65192308,40,73.8,39
K00166,0,0.980776,16,4,K00166,0,3.923104,0,inf,Other,Other,4.08776267,0.00020527,intermediate,0.48550725,23,51.29166667,12
K00167,0,6.072763,16,4,K00167,0,24.291052,0,inf,Other,Other,4.08776267,0.00020527,intermediate,0.48550725,23,51.29166667,12
K03081,3.25439,8.13599,16,4,K03081,52.07024,32.54396,1.59999705,0.678069245,Other,Other,6.01730532,0.00022225,intermediate,0.75,3,7.4,4
K00252,1.827028,12.6208,16,4,K00252,29.232448,50.4832,0.579052992,0.788232713,Other,Other,4.32509271,0.00023694,intermediate,0.73161765,17,36.82352941,16
K09018,1.8218,12.211366,16,4,K09018,29.1488,48.845464,0.596755514,0.744788102,Other,Other,5.31458591,0.00023998,intermediate,0.6969697,12,21.08333333,9
K09024,1.87426,13.26426,16,4,K09024,29.98816,53.05704,0.56520605,0.823151187,Other,Other,5.31458591,0.00023998,intermediate,0.6969697,12,21.08333333,9
K10219,2.25146,0,16,4,K10219,36.02336,0,inf,inf,Other,Other,5.3868974,0.00024344,intermediate,0.66666667,3,3.666666667,3
K13800,0,7.3058,16,4,K13800,0,29.2232,0,inf,Other,Other,4.37824475,0.00024417,intermediate,0.53333333,16,39.76190476,20
K04019,8.998169,53.347239,16,4,K04019,143.970704,213.388956,0.674686763,0.567710238,Other,Other,3.6421508,0.00025504,intermediate,0.90526316,20,50.95,19
K01965,4.25957,27.884393,16,4,K01965,68.15312,111.537572,0.611032846,0.710678162,Other,Other,3.86650185,0.00026172,intermediate,0.67538462,21,78.07692308,23
K01583,5.90557,35.560106,16,4,K01583,94.48912,142.240424,0.664291608,0.590111406,Other,Other,4.73671199,0.00026237,intermediate,0.6025641,10,16.23076923,13
K05713,2.61788,16.15751,16,4,K05713,41.88608,64.63004,0.648089959,0.625734012,Other,Other,4.91100124,0.00028252,intermediate,0.33333333,3,14,3
K03430,40.20201,256.51788,16,4,K03430,643.23216,1026.07152,0.626888231,0.67371985,Other,Other,4.60939431,0.0002839,intermediate,0.58333333,3,8,4
K01617,0,2.73801,16,4,K01617,0,10.95204,0,inf,Other,Other,4.87948084,0.00032071,intermediate,0.33333333,3,13.33333333,3
K01597,0,4.46006,16,4,K01597,0,17.84024,0,inf,Other,Other,5.96415328,0.00033922,intermediate,0.5952381,6,10.28571429,7
K06134,0,1.74626,16,4,K06134,0,6.98504,0,inf,Other,Other,7.63720643,0.00034493,intermediate,0.6,5,4.6,5
K04020,2.15723,16.19872,16,4,K04020,34.51568,64.79488,0.532691472,0.908627911,Other,Other,3.54758962,0.00035312,intermediate,0.81748252,61,91.43939394,63
K01115,0,1.264958,16,4,K01115,0,5.059832,0,inf,Other,Other,5.47651422,0.00035662,intermediate,0.43333333,10,12,8
