Gene,SuperPathway,SubPathway,KOAnnot,ERR688534,ERR688548,ERR688557,ERR688560,ERR688561,ERR688574,ERR688580,ERR688581,ERR688589,ERR688613,ERR688615,ERR688623,ERR688627,ERR688632,ERR688635,ERR688638,ERR688642,ERR688650,ERR710424,ERR710426,ERR710427,ERR710428,ERR710429,ERR710430,ERR710431,ERR710432
K03081,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase,6.02E-05,1.68E-05,6.22E-05,4.23E-05,4.19E-05,0,1.2E-05,2.67E-05,0,2.23E-05,0,1.03E-05,0,8.72E-06,0,0.000112983,3.51E-05,2.36E-05,0,0,0,0,0,0,0,0
K03082,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,sgbU; hexulose-6-phosphate isomerase,0.000134326,7.78E-05,0.000168239,3.06E-05,0.000193662,5.82E-05,0.000110733,0.000101915,8.04E-05,0.000111558,0.000102262,0.000175541,5.74E-05,0.00011714,0,0.000139195,0.00011435,8.24E-05,0,7.54E-05,2.62E-05,8.94E-05,3.33E-05,0.000161176,0,0.000113653
K03331,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,DCXR; L-xylulose reductase,0,1.52E-05,0,0,0,0,0,1.6E-05,8.51E-06,0,1.72E-05,8.91E-06,0,3.03E-05,0,0,3.09E-05,2.13E-05,0,0,1.47E-05,1.68E-05,8.98E-06,0,0,0
K03332,Carbohydrate metabolism,Fructose_and_mannose_metabolism,fruA; fructan beta-fructosidase,4.05E-05,4.59E-05,4.92E-05,7.33E-05,5.86E-05,1.85E-05,2.84E-05,2.54E-05,1.97E-05,1.36E-05,8.23E-05,2.11E-05,1.97E-05,8.8E-06,0,3.42E-05,6.71E-06,2.19E-05,7.03E-06,3.12E-05,1.51E-05,1.9E-05,1.27E-05,2.55E-05,4.69E-06,1.86E-05
K03335,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolE; inosose dehydratase,0.00016177,0.000272242,0.000150169,9.4E-05,0.000215837,5.04E-05,7.06E-05,6.38E-05,0.000116679,0.000155611,0.000250126,0.000158418,7.29E-05,9.77E-05,0,0.000107599,0.000143174,0.000104816,3.53E-05,9.94E-05,4.41E-05,0.000105764,8.67E-05,0.000123071,0.000100053,6.4E-05
K03336,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolD; 3D-(35/4)-trihydroxycyclohexane-12-dione acylhydrolase (decyclizing),5.06E-05,4.6E-05,5.65E-05,5.84E-05,2.86E-05,3.14E-05,4.12E-05,1.53E-05,4.25E-05,4.6E-05,8.51E-05,6.78E-05,2.24E-05,4.87E-05,0,5.03E-05,5.92E-05,4.03E-05,9.99E-05,3.36E-05,2.04E-05,5.23E-05,3.65E-05,4.29E-05,8.36E-05,2.31E-05
K03337,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolB; 5-deoxy-glucuronate isomerase,9.65E-05,8.35E-05,0.000102555,0.00010473,6.98E-05,6.88E-05,8.78E-05,4.33E-05,0.000131078,7.35E-05,9.59E-05,9.86E-05,8.12E-05,9.63E-05,0,9.06E-05,0.000104031,5.89E-05,8E-05,5.14E-05,4.91E-05,7.98E-05,7.09E-05,6.99E-05,4.54E-05,2.7E-05
K03338,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolC; 5-dehydro-2-deoxygluconokinase,6.32E-05,7.62E-05,8.59E-05,4.09E-05,2.68E-05,4.35E-05,3.08E-05,6.93E-05,4.59E-05,6.27E-05,4.91E-05,7.07E-05,4.5E-05,3.28E-05,0,3.61E-05,6.28E-05,3.02E-05,6.1E-05,5.17E-05,2.18E-05,4.13E-05,5.28E-05,5.37E-05,0.000104703,3.28E-05
K03339,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolJ; 6-phospho-5-dehydro-2-deoxy-D-gluconate aldolase,0,0,0,0,0,6.36E-06,0,0,7.09E-06,8.38E-06,0,7.55E-06,0,6.42E-06,0,0,0,9.01E-06,0,3.73E-05,6.46E-06,0,8.17E-06,0,0,1.28E-05
K03366,Carbohydrate metabolism,Butanoate_metabolism,butA budC; meso-butanediol dehydrogenase / (SS)-butanediol dehydrogenase / diacetyl reductase,6.28E-05,2.84E-05,0.000138238,0.000126327,7.07E-05,1.41E-05,3.04E-05,6.81E-05,3.23E-05,1.87E-05,8.16E-05,7.49E-05,0,2.86E-05,0,0.000124352,9.66E-06,9.95E-06,4.06E-05,5.19E-05,2.2E-05,2.47E-05,3.63E-05,1.76E-05,0,1.44E-05
K03417,Carbohydrate metabolism,Propanoate_metabolism,prpB; methylisocitrate lyase,2.39E-05,1.26E-05,1.53E-05,1.59E-05,3.13E-05,1.76E-05,1.8E-05,1.35E-05,1.89E-05,1.69E-05,1.43E-05,0,0,2.42E-05,0,2.75E-05,1.73E-05,8.83E-06,0,2.67E-05,0,7.15E-06,0,1.35E-05,0,0
K03418,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E3.5.1.56; NN-dimethylformamidase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03431,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,glmM; phosphoglucosamine mutase,0.000542958,0.000567372,0.000508718,0.000683926,0.000578756,0.000622686,0.000702048,0.000540025,0.000608415,0.000714607,0.000758711,0.000663105,0.000643626,0.000627985,0,0.000449991,0.000564305,0.000582593,0.00053544,0.000486063,0.000645319,0.000556748,0.000636256,0.000573725,0.000846828,0.000617607
K03475,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,PTS-Ula-EIIC ulaA sgaT; PTS system ascorbate-specific IIC component,0.000207115,7.96E-05,0.000268847,0.00017025,0.00044125,0.000128193,6.5E-05,0.000153627,7E-05,0.000108558,0.000211757,0.000103524,2.89E-05,0.000107624,0,0.00048528,0.000150254,0.00012547,0,0.000201955,5.8E-05,5.57E-05,5.12E-05,0.000162464,0,5.14E-05
K03476,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,ulaG; L-ascorbate 6-phosphate lactonase,0.000144062,6.14E-05,0.000124817,2.6E-05,0.000202281,2.75E-05,3.64E-05,6.7E-05,5.22E-05,5.01E-05,6.98E-05,0.00011722,1.99E-05,7.24E-05,0,0.000113832,6.58E-05,8.12E-05,0,5.51E-05,1.51E-05,3.54E-05,1.29E-05,0.000101464,0,1.02E-05
K03737,Carbohydrate metabolism,Pyruvate_metabolism,por nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase,0.000377242,0.000403738,0.000330374,0.000307918,0.000194024,0.000410623,0.000474111,0.000388466,0.000431985,0.000344905,0.000373288,0.000391123,0.000471861,0.00037169,0,0.000360858,0.000434345,0.000394918,0.000656298,0.000372489,0.000437508,0.000427705,0.000367876,0.000323302,0.000377299,0.000496627
K03738,Carbohydrate metabolism,Pentose_phosphate_pathway,aor; aldehyde:ferredoxin oxidoreductase,6.46E-05,7.07E-05,7.94E-05,7.42E-05,6.02E-05,6.94E-05,7.27E-05,6.03E-05,6.02E-05,5.21E-05,0.000115956,7.57E-05,5.56E-05,5.21E-05,0,2.95E-05,9.91E-05,5.22E-05,5.22E-05,6.07E-05,5.17E-05,4.41E-05,6.67E-05,0.000111208,6.97E-05,3E-05
K03777,Carbohydrate metabolism,Pyruvate_metabolism,dld; D-lactate dehydrogenase,2.37E-05,3.67E-05,4.44E-05,2.82E-05,8.52E-05,0,3.01E-05,2.21E-05,8.96E-06,2.85E-05,9.07E-06,1.78E-05,7.76E-06,1.44E-05,0,7.02E-05,1.77E-05,2.12E-05,2.18E-05,1.75E-05,0,4.56E-06,8.16E-06,2.57E-05,0,0
K03778,Carbohydrate metabolism,Pyruvate_metabolism,ldhA; D-lactate dehydrogenase,0.000364245,0.000333351,0.000324873,0.00042828,0.000423118,0.000356463,0.000458502,0.000447602,0.000361044,0.000464212,0.000301281,0.000339248,0.000413201,0.00040547,0,0.000308757,0.00044064,0.000394244,0.000515982,0.000333272,0.000476028,0.00039676,0.000345453,0.000386736,0.000377936,0.000442293
K03779,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,ttdA; L(+)-tartrate dehydratase alpha subunit,0.000228473,0.000309063,0.000255005,0.00018688,0.000122781,0.000171562,0.000202627,0.000189709,0.000180477,0.000278888,0.000211053,0.000130721,0.000114457,0.000111319,0,5.37E-05,9.23E-05,0.000295232,0.00024619,0.000189516,0.000124417,0.000169955,0.000133726,0.000246085,0.000239002,0.000111004
K03780,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,ttdB; L(+)-tartrate dehydratase beta subunit,0.00018697,0.000248007,0.00019317,0.000223804,9.05E-05,0.00015729,0.000175113,0.000177734,0.000109584,0.000234613,0.000180076,7.3E-05,0.000146575,0.000150459,0,0.000157392,0.00010876,0.000337304,0.000202777,0.000192847,0.000179288,0.000161567,0.000101165,0.00021995,0.000227894,8.86E-05
K03781,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,katE CAT catB srpA; catalase,0.000102284,3.43E-05,3.85E-05,6.25E-05,8.7E-05,4.71E-05,1.96E-05,0.000102655,3.13E-05,1.66E-05,4.78E-05,6.43E-05,6.99E-05,7.77E-05,0,0.000154604,0.00010882,9.61E-05,0.000124955,5.8E-05,7.52E-05,0.000111425,6.25E-05,3.95E-05,7.26E-05,0.000136478
K03821,Carbohydrate metabolism,Butanoate_metabolism,phbC phaC; polyhydroxyalkanoate synthase,0,0,0,0,0,4.11E-06,0,5.39E-06,0,0,0,5.99E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K03841,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,FBP fbp; fructose-16-bisphosphatase I,1.66E-05,9.42E-06,2.28E-05,3.97E-05,2.34E-05,1.11E-05,2.23E-05,2.16E-05,1.75E-05,1.25E-05,0,6.28E-06,2.5E-05,2.18E-05,0,6.2E-05,6.39E-06,2.18E-05,3.04E-05,8.11E-06,2.14E-05,3.61E-05,1.3E-05,1.17E-05,0,2.13E-05
K04020,Carbohydrate metabolism,Pyruvate_metabolism,eutD; phosphotransacetylase,1.93E-05,1.1E-05,5.31E-05,1.38E-05,8.27E-05,0,1.59E-05,1.76E-05,0,2.18E-05,0,6.67E-06,0,0,0,4.78E-05,1.49E-05,2.33E-05,0,0,5.71E-06,0,0,2.72E-05,0,1.13E-05
K04021,Carbohydrate metabolism,Pyruvate_metabolism,eutE; aldehyde dehydrogenase,2.1E-05,1.6E-05,1.92E-05,2.01E-05,1.97E-05,7.82E-06,2.85E-05,4.19E-06,4.53E-06,1.59E-05,0,0,7.64E-06,1.21E-05,0,3.46E-05,2.15E-05,1.12E-05,0,1.16E-05,8.1E-06,4.61E-06,0,9.86E-06,0,8.05E-06
K04022,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,eutG; alcohol dehydrogenase,1.65E-05,9.37E-06,2.27E-05,1.18E-05,2.33E-05,0,6.67E-06,4.95E-06,0,6.22E-06,0,0,0,0,0,4.09E-05,6.36E-06,6.43E-06,0,0,0,0,0,0,0,0
K04041,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,fbp3; fructose-16-bisphosphatase III,0.000428059,0.000380023,0.000345512,0.000251903,0.000212383,0.000381011,0.000367663,0.000310763,0.000293352,0.000373265,0.00037462,0.000360566,0.000350267,0.000398025,0,0.000184928,0.000324328,0.000398315,0.000513473,0.000336425,0.00033578,0.000324227,0.000370309,0.000425726,0.000520581,0.000366602
K04042,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase,0.000341701,0.000435251,0.000411096,0.000522912,0.000437464,0.000439588,0.000522213,0.000374265,0.000512678,0.000477933,0.000559089,0.000393547,0.000361757,0.00042019,0,0.000318763,0.000452717,0.000302433,0.000372742,0.000355977,0.000327607,0.00043857,0.000433122,0.000438381,0.000371505,0.00037011
K04072,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase,0.000262399,0.000337683,0.00030068,0.000332194,0.00038624,0.000301484,0.000381248,0.00026845,0.000314667,0.000291771,0.000376018,0.000360847,0.000260089,0.000246689,0,0.000365915,0.00021275,0.000250026,0.000226987,0.000315918,0.000255992,0.00021211,0.000253357,0.000414365,0.000277847,0.000300376
K04073,Carbohydrate metabolism,Pyruvate_metabolism,mhpF; acetaldehyde dehydrogenase,3.1E-05,1.16E-05,2.82E-05,0,0,0,8.29E-06,6.15E-06,0,7.72E-06,0,0,0,0,0,0.00010215,7.9E-06,0,0,1.79E-05,0,7.08E-06,0,0,0,1.18E-05
K04835,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,mal; methylaspartate ammonia-lyase,2.36E-05,2.69E-05,1.08E-05,0,0,3.09E-05,3.15E-05,1.42E-05,3.52E-05,3.56E-05,2.04E-05,5.27E-06,3.92E-05,2.24E-05,0,3.91E-05,1.22E-05,0,0,6.54E-06,1.78E-05,5.1E-06,5.67E-06,0,0,1.79E-05
K05304,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,NANS SAS; sialic acid synthase,9.07E-06,0,0,0,0,5.1E-06,0,2.21E-05,0,0,0,6.06E-06,1E-05,1.57E-05,0,0,6.99E-06,2.2E-05,0,7.53E-06,1.05E-05,2.98E-05,2.01E-05,0,1.6E-05,1.05E-05
K05305,Carbohydrate metabolism,Fructose_and_mannose_metabolism,FUK; fucokinase,3.54E-05,3.77E-05,1.26E-05,1.33E-05,4.29E-05,4.51E-05,1.17E-05,4.68E-05,1.6E-05,4.84E-05,1.99E-05,3.05E-05,2.3E-05,4.22E-05,0,0,4.98E-05,4.9E-05,0.000159238,3.86E-05,5.95E-05,3.18E-05,3.81E-05,1.74E-05,4.14E-05,6.46E-05
K05308,Carbohydrate metabolism,Pentose_phosphate_pathway,gnaD; gluconate/galactonate dehydratase,0,0,0,0,0,4.45E-06,0,9.5E-06,5.04E-06,0,0,5.51E-06,0,4.49E-06,0,0,0,0,0,2.62E-05,0,0,5.95E-06,1.12E-05,0,0
K05341,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E2.4.1.4; amylosucrase,9.89E-05,0.00017585,0.000115773,0.000121287,0.00015153,6.15E-05,8.06E-05,7.85E-05,6.45E-05,0.000123835,0.000172329,7.36E-05,8.14E-05,7.33E-05,0,7.56E-05,6.87E-05,9.27E-05,0.000100434,0.000112761,7.14E-05,9.85E-05,0.000119373,7.94E-05,8.43E-05,8.24E-05
K05342,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E2.4.1.64; alphaalpha-trehalose phosphorylase,0,0,0,5.58E-06,0,2.19E-06,0,2.34E-06,0,0,5.04E-06,0,2.16E-06,0,0,0,3.01E-06,3.11E-06,0,3.24E-06,0,2.54E-06,0,0,0,0
K05343,Carbohydrate metabolism,Starch_and_sucrose_metabolism,treS; maltose alpha-D-glucosyltransferase/ alpha-amylase,0.00015812,0.000127467,0.000106251,7.62E-05,6.84E-05,7.63E-05,0.00011854,0.000113906,0.0001105,0.000152209,8.32E-05,7.43E-05,9.95E-05,0.000104083,0,8.72E-05,8.04E-05,6.58E-05,5.68E-05,4.87E-05,9.92E-05,8.35E-05,7.33E-05,0.000143161,0.000110064,0.000100141
K05344,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,E2.7.1.41; glucose-1-phosphate phosphodismutase,5.92E-05,6.79E-05,8.09E-05,6.34E-05,4.22E-05,6.69E-05,3.58E-05,7.12E-05,4.73E-05,2.25E-05,0.000154385,8.91E-05,3.25E-05,5.88E-05,0,0.000181432,4.57E-05,2.38E-05,0,6.11E-05,6.8E-05,3.85E-05,6.44E-05,0,0,3.33E-05
K05349,Carbohydrate metabolism,Starch_and_sucrose_metabolism,bglX; beta-glucosidase,0.00116212,0.000964768,0.000846754,0.000718482,0.00058024,0.00109467,0.000959697,0.00101936,0.000983132,0.000950735,0.0009881,0.00107413,0.00110748,0.00109397,0,0.000721717,0.000879709,0.00103622,0.00175019,0.000826579,0.00116281,0.00113713,0.00133995,0.000865261,0.00196254,0.00168104
K05350,Carbohydrate metabolism,Starch_and_sucrose_metabolism,bglB; beta-glucosidase,0.000401103,0.000282195,0.000304243,0.000252389,0.000340968,0.000213424,0.00017692,0.00024267,0.000174843,0.000248371,0.000261038,0.00022402,0.000175009,0.000227999,0,0.000517375,0.000201467,0.000165927,0.000159389,0.000178296,0.000198012,0.000216933,0.000236366,0.000161752,0.000331256,0.000180762
K05351,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,E1.1.1.9; D-xylulose reductase,3.61E-05,1.01E-05,2.46E-05,1.29E-05,0,1.53E-05,7.16E-06,5.32E-06,5.94E-06,6.8E-06,7.99E-05,3.63E-05,1.5E-05,1.03E-05,0,0,2.09E-05,7.06E-06,0,7.44E-06,5.05E-06,1.15E-05,0,0,0,2.06E-05
K05352,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,tarJ; ribitol-5-phosphate 2-dehydrogenase,0,1.09E-05,0,1.37E-05,0,1.61E-05,0,0,0,0,2.47E-05,0,5.28E-06,5.42E-06,0,2.26E-05,0,0,0,0,5.45E-06,0,6.9E-06,0,0,0
K05523,Carbohydrate metabolism,Pyruvate_metabolism,hchA; molecular chaperone Hsp31 and glyoxalase 3,3.42E-05,1.29E-05,1.56E-05,1.62E-05,3.21E-05,0,9.18E-06,6.91E-06,0,8.56E-06,0,0,0,6.44E-06,0,2.82E-05,8.75E-06,0,0,0,0,7.38E-06,0,1.59E-05,0,0
K05606,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,MCEE epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase,0,0,0,0,0,1.35E-05,0,1.44E-05,0,1.52E-05,0,0,2.38E-05,0,0,0,0,3.82E-05,0,1.59E-05,2.74E-05,1.56E-05,5.19E-05,0,0,0
K05774,Carbohydrate metabolism,Pentose_phosphate_pathway,phnN; ribose 15-bisphosphokinase,5.26E-05,2E-05,4.75E-05,2.52E-05,4.98E-05,0,2.75E-05,1.06E-05,0,2.65E-05,2.29E-05,0,1E-05,0,0,8.62E-05,1.36E-05,0,0,0,0,0,1.28E-05,2.49E-05,0,2E-05
K05973,Carbohydrate metabolism,Butanoate_metabolism,E3.1.1.75 phaZ; poly(3-hydroxybutyrate) depolymerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06044,Carbohydrate metabolism,Starch_and_sucrose_metabolism,treY glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase,3.96E-06,0,5.32E-06,0,0,0,0,0,0,0,0,0,0,0,0,2.02E-05,0,0,0,0,0,0,2.86E-06,0,0,0
K06118,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,SQD1 sqdB; UDP-sulfoquinovose synthase,0,0,0,0,0,0,6.9E-06,9.43E-06,0,6.43E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06151,Carbohydrate metabolism,Pentose_phosphate_pathway,E1.1.99.3A; gluconate 2-dehydrogenase alpha chain,5.51E-06,0,0,0,0,3.2E-06,0,0,0,8.29E-06,0,0,0,3.23E-06,0,0,0,9.11E-06,0,4.74E-06,0,3.58E-06,0,0,0,0
K06152,Carbohydrate metabolism,Pentose_phosphate_pathway,E1.1.99.3G; gluconate 2-dehydrogenase gamma chain,1.38E-05,0,0,0,0,9.8E-06,0,0,0,1.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K06606,Carbohydrate metabolism,Inositol_phosphate_metabolism,iolI; 2-keto-myo-inositol isomerase,3.56E-05,0.000106259,8.06E-05,8.36E-05,6.58E-05,1.19E-05,0,2.67E-05,2.23E-05,6.18E-05,9.03E-05,3.89E-05,3.75E-05,5.19E-05,0,2.96E-05,4.35E-05,5.41E-05,0,2.89E-05,1.88E-05,5.79E-05,4.06E-05,6.59E-05,2.13E-05,1.09E-05
K06611,Carbohydrate metabolism,Galactose_metabolism,E2.4.1.67; stachyose synthetase,3.75E-06,0,0,5.38E-06,0,4.05E-06,3.04E-06,2.26E-06,2.3E-06,0,0,2.51E-06,4.16E-06,0,0,0,0,2.99E-06,0,3.11E-06,0,4.88E-06,5.43E-06,5.31E-06,0,4.09E-06
K06859,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,pgi1; glucose-6-phosphate isomerase archaeal,7.84E-05,5.37E-05,8.92E-05,2.43E-05,4.92E-05,0.000163325,7.72E-05,8.76E-05,7.57E-05,7.09E-05,7.74E-05,0.000126023,9.59E-05,9.04E-05,0,7.55E-05,0.000103584,9.92E-05,0,0.000120487,0.000126567,8.13E-05,0.000102853,4.25E-05,0.000145574,9.2E-05
K06896,Carbohydrate metabolism,Starch_and_sucrose_metabolism,mapP; maltose 6'-phosphate phosphatase,0.000316624,9.95E-05,0.000152527,0.000211508,0.000135059,0.000318565,0.000165009,0.000511832,0.000285998,4.91E-05,0.000172984,0.000269772,0.000402447,0.000464575,0,0.000490654,0.000459956,0.000411963,0.000467703,0.000331749,0.000414733,0.000411524,0.000392592,0.000249052,0.000346578,0.000557106
K07026,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E3.1.3.70; mannosyl-3-phosphoglycerate phosphatase,1.2E-05,1.37E-05,1.66E-05,1.72E-05,3.4E-05,0,9.73E-06,7.22E-06,0,9.06E-06,0,0,0,6.82E-06,0,2.98E-05,9.27E-06,1.92E-05,0,0,0,0,8.52E-06,1.7E-05,0,0
K07046,Carbohydrate metabolism,Fructose_and_mannose_metabolism,K07046; L-fuconolactonase,0,0,1.53E-05,4.74E-05,0,2.51E-05,1.03E-05,6.59E-05,3.52E-05,5.56E-05,0,8.46E-06,2.55E-05,1.88E-05,0,0,3.41E-05,4.61E-05,3.56E-05,5.7E-05,3.21E-05,2.66E-05,1.47E-05,1.63E-05,2.11E-05,0
K07106,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,murQ; N-acetylmuramic acid 6-phosphate etherase,0.000231704,0.000125705,9.03E-05,0.000171554,9.28E-05,0.00019413,0.000141832,0.000219142,0.000185777,9.14E-05,6.95E-05,0.00013347,0.000174225,0.000231538,0,0.000411513,0.000306608,0.000169331,0.000211463,0.000198654,0.000154929,0.00019366,0.000200966,7.92E-05,0.00016139,0.000291275
K07130,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,kynB; arylformamidase,0.000244133,0.000244198,0.000124262,0.000252194,0.000319793,0.000228751,0.000271382,0.000237578,0.000223216,0.00020734,0.000216266,0.000271518,0.00024114,0.000270702,0,0.000129053,0.000246586,0.00014925,0.000239603,0.000333434,0.000177884,0.000240308,0.000143936,0.00022886,8.61E-05,0.000241261
K07246,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,ttuC dmlA; tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase,5.41E-05,1.02E-05,2.47E-05,1.3E-05,0,5.12E-06,7.26E-06,1.08E-05,0,2.03E-05,0,3.04E-05,1.5E-05,5.19E-06,0,6.67E-05,2.09E-05,1.45E-05,2.94E-05,2.26E-05,0,1.19E-05,0,1.29E-05,0,1.01E-05
K07248,Carbohydrate metabolism,Pyruvate_metabolism,aldA; lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase,1.34E-05,2.29E-05,9.12E-06,9.47E-06,1.87E-05,1.9E-05,2.74E-05,2.03E-05,1.3E-05,4.99E-06,0,2.73E-05,1.88E-05,1.54E-05,0,5.02E-05,5.76E-05,1.63E-05,8.8E-05,2.25E-05,1.17E-05,1.33E-05,1.97E-05,1.92E-05,2.49E-05,4.62E-05
K07250,Carbohydrate metabolism,Propanoate_metabolism,gabT; 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase,0.000102119,6.61E-05,8.04E-05,7.28E-05,6.31E-05,6.49E-05,5.9E-05,4.37E-05,4.71E-05,7.14E-05,0.000103536,8.17E-05,4.04E-05,3.72E-05,0,1.89E-05,1.75E-05,4.08E-05,0,5.42E-05,3.32E-05,4.24E-05,2.61E-05,2.03E-05,1.32E-05,4.14E-05
K07281,Carbohydrate metabolism,Inositol_phosphate_metabolism,ipct; 1L-myo-inositol 1-phosphate cytidylyltransferase,0,0,0,0,0,1.71E-05,0,0,9.71E-06,1.15E-05,0,1.02E-05,1.69E-05,0,0,0,1.18E-05,0,0,0,4.35E-05,9.89E-06,1.1E-05,0,5.59E-05,0
K07404,Carbohydrate metabolism,Pentose_phosphate_pathway,pgl; 6-phosphogluconolactonase,0.000184226,0.000186729,0.000241077,0.000227994,0.000292769,0.000200954,0.000118591,0.00024976,0.000105616,0.000216361,0.0001331,0.00014236,0.000157206,0.000227404,0,0.000280008,0.000177561,0.000342735,5.89E-05,0.000243784,0.000240289,0.000208853,0.000182895,0.000169466,0.000184129,7.08E-05
K07405,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E3.2.1.1A; alpha-amylase,9.56E-05,4.85E-05,1.05E-05,0,0,9.86E-05,8.27E-05,0.000119168,8.63E-05,1.61E-05,2.91E-05,7.89E-05,0.000114502,0.000120686,0,0.000126108,0.000113649,0.000106883,0.000220297,9.11E-05,9.15E-05,0.00011607,7.88E-05,1.98E-05,0.000129232,0.000185251
K07406,Carbohydrate metabolism,Galactose_metabolism,melA; alpha-galactosidase,0.000100926,0.000120486,0.000100455,7.17E-05,6.05E-05,0.000127263,0.000204,0.000128287,0.00021888,0.000135817,5.43E-05,0.000212376,0.000107868,0.000102643,0,5.55E-05,0.000211888,0.000113687,4.58E-05,0.000221576,0.000103276,9.98E-05,0.000118931,0.000151778,3.96E-05,0.0001247
K07407,Carbohydrate metabolism,Galactose_metabolism,E3.2.1.22B galA rafA; alpha-galactosidase,0.000554117,0.000531949,0.000519366,0.000351677,0.000402713,0.00062502,0.000487999,0.00062372,0.000731078,0.000559082,0.000574233,0.000626992,0.000650333,0.000629943,0,0.000510591,0.000633817,0.000611082,0.000920375,0.000529675,0.000648779,0.000528749,0.000682518,0.000656651,0.000600402,0.000794296
K07511,Carbohydrate metabolism,Propanoate_metabolism,ECHS1; enoyl-CoA hydratase,0,1.34E-05,0,0,3.32E-05,6.27E-06,0,0,0,8.86E-06,1.52E-05,0,0,0,0,0,0,0,0,9.75E-06,0,7.64E-06,0,1.66E-05,0,0
K07514,Carbohydrate metabolism,Propanoate_metabolism,EHHADH; enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 32-trans-enoyl-CoA isomerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93E-06,0,0,0,0
K07516,Carbohydrate metabolism,Butanoate_metabolism,fadN; 3-hydroxyacyl-CoA dehydrogenase,0,5.21E-06,0,0,0,2.28E-06,0,5.58E-06,8.24E-06,0,0,0,0,0,0,0,0,3.75E-06,0,4.04E-06,7.66E-06,5.67E-06,0,6.65E-06,0,0
K07806,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,arnB pmrH; UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase,1.65E-05,2.85E-05,2.26E-05,2.35E-05,7.09E-05,2.4E-05,6.4E-06,2.49E-05,5.48E-06,1.89E-05,2.22E-05,1.15E-05,1.38E-05,9.32E-06,0,4.07E-05,3.15E-05,2.68E-05,0,2.84E-05,1.43E-05,2.18E-05,1.86E-05,2.44E-05,1.58E-05,0
