Gene,SuperPathway,SubPathway,KOAnnot,ERR688534,ERR688548,ERR688557,ERR688560,ERR688561,ERR688574,ERR688580,ERR688581,ERR688589,ERR688613,ERR688615,ERR688623,ERR688627,ERR688632,ERR688635,ERR688638,ERR688642,ERR688650,ERR710424,ERR710426,ERR710427,ERR710428,ERR710429,ERR710430,ERR710431,ERR710432
K08068,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,siaA neuC1; UDP-N-acetylglucosamine 2-epimerase (hydrolysing),0,0,0,0,0,0,6.78E-06,0,5.03E-06,5.95E-06,0,5.27E-06,1.4E-05,8.95E-06,0,0,6.66E-06,0,0,6.54E-06,1.88E-05,5.13E-06,5.69E-06,3.7E-05,1.44E-05,0
K08092,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,dlgD; 3-dehydro-L-gulonate 2-dehydrogenase,6.84E-05,4.44E-05,6.74E-05,6.93E-05,8.29E-05,2.74E-05,7.12E-05,8.78E-05,3.11E-05,5.88E-05,8.81E-05,3.26E-05,3.76E-05,4.43E-05,0,2.43E-05,6.02E-05,3.89E-05,0,0.000145506,5.02E-05,3.82E-05,4.23E-05,0.000165315,1.78E-05,3.32E-05
K08093,Carbohydrate metabolism,Pentose_phosphate_pathway,hxlA; 3-hexulose-6-phosphate synthase,0,3.47E-05,8.45E-05,4.63E-05,4.43E-05,7.81E-05,6.08E-05,3.7E-05,1.83E-05,9.41E-05,0.000138794,9.16E-05,1.59E-05,2.51E-05,0,3.9E-05,8.05E-05,4.94E-05,4.29E-05,7.82E-05,0,2.01E-05,9.6E-06,8.72E-05,0,5.01E-05
K08094,Carbohydrate metabolism,Pentose_phosphate_pathway,hxlB; 6-phospho-3-hexuloisomerase,6.68E-05,0.000178032,0.00031401,0.000124583,0.000246366,0.000107883,9.96E-05,5.18E-05,7.68E-05,0.000236367,0.000224153,0.000277189,3.8E-05,7.84E-05,0,0.000390519,0.000200107,0.000166494,0.000107304,0.000160745,5.01E-05,7.9E-05,5.06E-05,0.000197055,0,7.65E-05
K08261,Carbohydrate metabolism,Fructose_and_mannose_metabolism,E1.1.99.21; D-sorbitol dehydrogenase (acceptor),0,0,0,0,0,6.64E-06,0,0,0,0,0,0,0,7.22E-06,0,0,0,0,0,1.03E-05,0,0,0,0,0,0
K08302,Carbohydrate metabolism,Galactose_metabolism,gatY-kbaY; tagatose 16-diphosphate aldolase GatY/KbaY,0.000159833,0.000154994,0.000187855,0.000194933,0.00015988,0.000134813,0.000128525,0.000110087,0.000123506,0.000188239,0.000295371,0.000113996,7.66E-05,8.45E-05,0,0.000164531,0.000132287,0.000144694,7.55E-05,0.000161366,9.19E-05,5.96E-05,0.000106764,0.000144487,0.000104703,0.000103924
K08318,Carbohydrate metabolism,Butanoate_metabolism,yihU; 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase,1.06E-05,1.21E-05,1.46E-05,1.52E-05,3E-05,0,8.59E-06,6.37E-06,0,1.6E-05,0,0,6.09E-06,0,0,5.27E-05,6.99E-06,8.46E-06,0,0,0,0,7.66E-06,0,0,0
K08322,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,rspB; L-gulonate 5-dehydrogenase,0.000105117,0.000130637,0.000119092,0.000109606,5.4E-05,5.93E-05,0.000125065,8.65E-05,4.29E-05,8.65E-05,8.67E-05,9.06E-05,5.29E-05,5.98E-05,0,7.13E-05,8.13E-05,0.000100423,9.31E-05,0.00015089,4.93E-05,7.46E-05,6.23E-05,0.000135446,5.25E-05,3.26E-05
K08323,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,rspA manD; mannonate dehydratase,4.75E-05,8.94E-05,6.42E-05,2.16E-05,4.44E-05,1.77E-05,5.05E-05,6.14E-05,2.52E-05,2.9E-05,5.08E-05,1.57E-05,3.53E-05,3.59E-05,0,5.68E-05,4.19E-05,4.99E-05,2.45E-05,8.59E-05,3.64E-05,4.59E-05,5.68E-05,0.000123006,4.23E-05,8.79E-06
K08324,Carbohydrate metabolism,Butanoate_metabolism,sad; succinate-semialdehyde dehydrogenase,2.11E-05,8.01E-06,1.94E-05,1.01E-05,3.99E-05,0,1.13E-05,4.24E-06,0,1.06E-05,0,0,0,0,0,3.5E-05,5.43E-06,1.11E-05,0,0,0,0,1.02E-05,0,0,0
K08325,Carbohydrate metabolism,Propanoate_metabolism,yqhD; NADP-dependent alcohol dehydrogenase,7.24E-05,7.1E-05,6.39E-05,4.83E-05,9.11E-05,0.000131217,9.05E-05,0.000154114,0.00010528,8.63E-05,2.72E-05,9.72E-05,0.000148278,0.000156046,0,0.00015321,0.00012002,0.000155416,0.000110402,0.0001289,0.000134594,0.000162272,0.00010854,6.75E-05,7.26E-05,0.000196325
K08678,Carbohydrate metabolism,Starch_and_sucrose_metabolism,UXS1; UDP-glucuronate decarboxylase,0,1.16E-05,0,0,0,0,0,0,0,0,7.92E-06,0,0,0,0,0,0,0,0,5.09E-06,5.85E-06,0,7.4E-06,0,0,0
K08679,Carbohydrate metabolism,Starch_and_sucrose_metabolism,E5.1.3.6; UDP-glucuronate 4-epimerase,0,1.03E-05,1.25E-05,0,2.56E-05,1.53E-05,7.34E-06,1.09E-05,1.74E-05,0,1.17E-05,6.06E-06,3.51E-05,1.55E-05,0,2.25E-05,1.4E-05,0,2.93E-05,1.51E-05,1.04E-05,5.9E-06,1.31E-05,1.28E-05,1.66E-05,1.03E-05
K09011,Carbohydrate metabolism,C5-Branched_dibasic_acid_metabolism,cimA; D-citramalate synthase,0.000103269,3.64E-05,0,0,0,7.98E-05,6.77E-05,6.99E-05,6.55E-05,4.77E-06,8.59E-06,6.02E-05,6.79E-05,7.68E-05,0,0.000143539,0.000110131,6.19E-05,0.000188141,8E-05,6.62E-05,7.55E-05,7.92E-05,1.79E-05,0.000139817,0.000145546
K10011,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,arnA pmrI; UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating),2.46E-05,1.12E-05,1.36E-05,7.06E-06,1.4E-05,2.76E-06,3.99E-06,5.92E-06,6.27E-06,1.49E-05,1.91E-05,0,2.72E-06,0,0,2.45E-05,3.8E-06,7.87E-06,0,0,2.82E-06,3.19E-06,7.1E-06,2.08E-05,0,0
K10012,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,arnC pmrF; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,8.09E-05,0.000139388,0.000126433,0.000131112,8.64E-05,7.44E-05,0.000131914,6.65E-05,7.49E-05,0.000232089,7.9E-05,9.53E-05,8.14E-05,9.31E-05,0,4.95E-05,0.00010072,9.35E-05,0,0.000108423,0.000134163,0.000101005,9.45E-05,8.59E-05,1.89E-05,9.19E-05
K10046,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,GME; GDP-D-mannose 3' 5'-epimerase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62E-06
K10047,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,VTC4; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase,0,2.68E-05,0,0,0,0,0,0,7.96E-06,0,1.48E-05,0,0,0,0,0,0,0,0,1E-05,0,0,8.74E-06,0,0,0
K10218,Carbohydrate metabolism,C5-Branched_dibasic_acid_metabolism,ligK galC; 4-hydroxy-4-methyl-2-oxoglutarate aldolase,2.83E-05,5.17E-05,2.01E-05,2.35E-05,0,3.51E-05,2.36E-05,4.3E-05,2.71E-05,5.54E-05,7.5E-05,4.92E-05,5.74E-05,6.86E-05,0,0,1.05E-05,2.54E-05,4.69E-05,9.57E-05,3.24E-05,8.97E-06,1.06E-05,3.96E-05,0,0
K10705,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,GAPDHS; glyceraldehyde-3-phosphate dehydrogenase spermatogenic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61E-06,0,0,0,0,0,0
K10977,Carbohydrate metabolism,Pyruvate_metabolism,aksA; methanogen homocitrate synthase,0,0,0,0,0,4.67E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K10984,Carbohydrate metabolism,Galactose_metabolism,PTS-Gam-EIIB agaB; PTS system galactosamine-specific IIB component,2.87E-05,9.17E-05,2.84E-05,4.1E-05,8.11E-05,4.36E-05,3.21E-05,5.06E-05,1.21E-05,7.54E-05,2.46E-05,3.99E-05,2.18E-05,1.16E-05,0,7.12E-05,3.16E-05,1.64E-05,0,6.88E-05,0,0,2.85E-05,7.88E-05,0,0
K10985,Carbohydrate metabolism,Galactose_metabolism,PTS-Gam-EIIC agaC; PTS system galactosamine-specific IIC component,3.72E-05,4.2E-05,1.68E-05,5.29E-05,3.45E-05,4.15E-05,4.01E-05,2.22E-05,1.6E-05,3.73E-05,1.58E-05,1.64E-05,2.73E-05,1.4E-05,0,6.6E-05,1.88E-05,3.92E-05,0,2.04E-05,7.05E-06,8.14E-06,3.6E-05,0,2.24E-05,2.8E-05
K10986,Carbohydrate metabolism,Galactose_metabolism,PTS-Gam-EIID agaD; PTS system galactosamine-specific IID component,3.6E-05,2.68E-05,1.55E-05,3.38E-05,3.18E-05,4.7E-05,2.91E-05,2.83E-05,1.58E-05,3.63E-05,1.58E-05,1.63E-05,6.85E-06,2.08E-05,0,5.83E-05,1.81E-05,2.78E-05,0,2.04E-05,7.07E-06,1.54E-05,8.94E-06,3.31E-05,2.26E-05,1.4E-05
K11191,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Mur-EIIB murP; PTS system N-acetylmuramic acid-specific IIB component,3.37E-05,7.65E-06,2.79E-05,9.63E-06,1.9E-05,0,5.45E-06,4.04E-06,0,2.56E-05,0,0,0,0,0,6.69E-05,1.57E-05,1.64E-05,0,5.68E-06,0,4.45E-06,0,2.89E-05,0,1.54E-05
K11192,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Mur-EIIC murP; PTS system N-acetylmuramic acid-specific IIC component,3.37E-05,7.65E-06,2.79E-05,9.63E-06,1.9E-05,0,5.45E-06,4.04E-06,0,2.56E-05,0,0,0,0,0,6.69E-05,1.57E-05,1.64E-05,0,5.68E-06,0,4.45E-06,0,2.89E-05,0,1.54E-05
K11194,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Fru1-EIIA levD; PTS system fructose-specific IIA component,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11195,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Fru1-EIIB levE; PTS system fructose-specific IIB component,0,0,2.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11196,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,PTS-Fru1-EIIC levF; PTS system fructose-specific IIC component,1.22E-05,0,3.36E-05,0,0,6.86E-06,9.87E-06,1.47E-05,0,9.2E-06,1.58E-05,0,6.75E-06,6.93E-06,0,3.03E-05,9.4E-06,0,0,2.02E-05,0,7.93E-06,0,1.72E-05,0,0
K11258,Carbohydrate metabolism,Butanoate_metabolism,ilvM; acetolactate synthase II small subunit,7.57E-05,4.26E-05,0.000104399,0.000119237,0.000105842,0,3.03E-05,2.25E-05,0,2.82E-05,0,0,0,2.13E-05,0,0.000187981,2.89E-05,2.98E-05,0,0,0,0,2.64E-05,0,0,4.34E-05
K11262,Carbohydrate metabolism,Pyruvate_metabolism,ACAC; acetyl-CoA carboxylase / biotin carboxylase,0,0,0,0,0,0,0,7.16E-07,0,0,1.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11263,Carbohydrate metabolism,Pyruvate_metabolism,bccA; acetyl-/propionyl-CoA carboxylase biotin carboxylase biotin carboxyl carrier protein,5.2E-05,4.38E-05,7.72E-05,3.79E-05,0.000109191,3.86E-05,3.63E-05,3.17E-05,3.04E-05,2.9E-05,9.7E-05,4.67E-05,2.59E-05,2.36E-05,0,1.24E-05,2.01E-05,4.16E-05,1.72E-05,3.67E-05,2.98E-05,3.09E-05,2.73E-05,2.94E-05,2.83E-05,3.55E-05
K11264,Carbohydrate metabolism,Propanoate_metabolism,mmcD; methylmalonyl-CoA decarboxylase,2.37E-05,1.35E-05,3.26E-05,0,0,0,9.58E-06,7.12E-06,0,8.93E-06,0,0,0,0,0,5.88E-05,9.13E-06,0,0,0,0,0,0,0,0,0
K11441,Carbohydrate metabolism,Pentose_phosphate_pathway,kguK; dehydrogluconokinase,0,0,0,0,0,0,0,6.19E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11472,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,glcE; glycolate oxidase FAD binding subunit,1.86E-05,1.05E-05,1.28E-05,1.33E-05,2.62E-05,0,7.51E-06,5.58E-06,0,7E-06,0,0,0,0,0,2.3E-05,7.15E-06,7.42E-06,0,0,0,6.05E-06,0,0,0,0
K11473,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,glcF; glycolate oxidase iron-sulfur subunit,2.32E-05,1.79E-05,1.11E-05,1.15E-05,2.26E-05,1.73E-05,3.18E-05,2.8E-05,2.95E-05,2.94E-05,0,5.14E-06,2.15E-05,1.29E-05,0,1.99E-05,1.81E-05,1.28E-05,0,3.19E-05,1.3E-05,3.01E-05,1.68E-05,1.14E-05,0,8.61E-06
K11517,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,HAO; (S)-2-hydroxy-acid oxidase,0,1.02E-05,2.41E-05,1.27E-05,0,1.44E-05,1.36E-05,1.57E-05,5.66E-06,1.98E-05,0,2.22E-05,2.41E-05,2.02E-05,0,6.73E-05,1.26E-05,3.5E-05,0,6.95E-06,1.01E-05,1.13E-05,1.24E-05,1.26E-05,0,0
K11528,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,glmU; UDP-N-acetylglucosamine pyrophosphorylase,0,0,0,0,0,0,9.38E-06,7.92E-06,0,0,0,8.8E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11809,Carbohydrate metabolism,Starch_and_sucrose_metabolism,PGM2L1; glucose-16-bisphosphate synthase,0,0,0,1.73E-05,0,0,9.18E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11942,Carbohydrate metabolism,Glyoxylate_and_dicarboxylate_metabolism,E5.4.99.2; methylmalonyl-CoA mutase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K12111,Carbohydrate metabolism,Galactose_metabolism,ebgA; evolved beta-galactosidase subunit alpha,2.5E-05,2.53E-05,1.73E-05,2.74E-05,4.54E-05,2.53E-05,2.3E-05,1.55E-05,6.08E-06,2.16E-05,7.37E-05,2.16E-05,1.06E-05,3.08E-05,0,4.66E-05,2.71E-05,1.79E-05,1.02E-05,3.21E-05,1.45E-05,1.43E-05,6.96E-06,4.03E-05,1.2E-05,2.16E-05
K12112,Carbohydrate metabolism,Galactose_metabolism,ebgC; evolved beta-galactosidase subunit beta,6.54E-05,4.95E-05,6.02E-05,6.24E-05,6.18E-05,2.44E-05,3.53E-05,1.31E-05,0,3.28E-05,5.61E-05,1.45E-05,1.2E-05,0,0,0.000108484,3.36E-05,0,0,0,0,2.83E-05,1.57E-05,3.09E-05,0,0
K12308,Carbohydrate metabolism,Galactose_metabolism,bgaB lacA; beta-galactosidase,0.000489341,0.000460262,0.000448126,0.000297149,0.000422571,0.000387838,0.000408816,0.000387413,0.000418732,0.000364121,0.000478679,0.000463893,0.00034327,0.000359289,0,0.000306926,0.000389206,0.000371743,0.000510045,0.000388681,0.000380827,0.000437521,0.000393486,0.000516154,0.000532557,0.000502408
K12309,Carbohydrate metabolism,Galactose_metabolism,GLB1 ELNR1; beta-galactosidase,0,6.69E-06,0,0,0,0,4.05E-06,2.98E-06,6.46E-06,0,0,3.36E-06,8.29E-06,2.91E-06,0,0,0,3.95E-06,1.62E-05,0,2.83E-06,0,0,0,1.83E-05,1.16E-05
K12316,Carbohydrate metabolism,Galactose_metabolism,GAA; lysosomal alpha-glucosidase,0,0,0,0,0,2.12E-06,0,2.28E-06,0,0,0,2.51E-06,2.08E-06,0,0,0,2.9E-06,0,0,3.12E-06,2.15E-06,2.45E-06,2.53E-06,0,6.88E-06,4.27E-06
K12373,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,HEXA_B; hexosaminidase,0.000536463,0.00028678,0.000175631,0.000144118,0.00021077,0.000597431,0.000416033,0.000553193,0.00040009,0.000136336,0.000218707,0.00065341,0.000636571,0.000656539,0,0.000547434,0.000542628,0.000628301,0.001026,0.000592376,0.000610127,0.000636765,0.000604972,0.000233346,0.000535826,0.00102502
K12409,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,GNE; bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase,0,0,0,3.16E-05,1.22E-05,0,0,5.28E-06,5.72E-06,3.38E-06,1.14E-05,0,4.96E-06,5.09E-06,0,0,1.29E-05,3.57E-06,0,3.72E-06,0,5.82E-06,3.24E-06,6.09E-06,8.19E-06,0
K12450,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,RHM; UDP-glucose 46-dehydratase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82E-06,0,0,0,0,0
K12452,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,rfbH; CDP-6-deoxy-D-xylo-4-hexulose-3-dehydrase,3.6E-05,8.03E-05,7.01E-05,4.06E-05,2.06E-05,8.67E-05,6.43E-05,0.000118668,6E-05,5.97E-05,2.77E-05,7.27E-05,9.28E-05,7.85E-05,0,0,0.000113493,0.000103097,9.51E-05,0.000101561,0.000117226,0.00012741,0.00011448,0.000117552,0.000158646,0.000114518
K12454,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,rfbE; CDP-paratose 2-epimerase,0,0,0,0,0,0,0,5.77E-06,0,0,0,0,0,0,0,0,7.41E-06,0,0,0,1.1E-05,2.44E-05,6.88E-06,0,0,0
K12660,Carbohydrate metabolism,Fructose_and_mannose_metabolism,rhmA; 2-dehydro-3-deoxy-L-rhamnonate aldolase,2.34E-05,1.33E-05,3.3E-05,1.68E-05,3.31E-05,7.21E-06,9.48E-06,7.04E-06,8.18E-06,1.77E-05,1.64E-05,0,0,7.2E-06,0,3.03E-05,9.03E-06,9.34E-06,0,1.05E-05,7.32E-06,1.59E-05,8.81E-06,1.79E-05,0,0
K12661,Carbohydrate metabolism,Fructose_and_mannose_metabolism,LRA3 yfaW; L-rhamnonate dehydratase,1.52E-05,1.8E-05,1.05E-05,1.09E-05,2.15E-05,4.65E-06,6.69E-06,9.54E-06,1.05E-05,1.77E-05,2.05E-05,5.52E-06,0,4.69E-06,0,3.78E-05,2.4E-05,1.27E-05,0,1.36E-05,0,5.37E-06,0,0,0,9.37E-06
K12972,Carbohydrate metabolism,Pyruvate_metabolism,ghrA; glyoxylate/hydroxypyruvate reductase A,6.26E-05,7.13E-05,7.19E-05,7.36E-05,5.94E-05,5.33E-05,6.8E-05,5.01E-05,3.35E-05,8.67E-05,5.42E-05,4.93E-05,4.64E-05,2.41E-05,0,0.000102749,5.64E-05,5.82E-05,6.72E-05,9.72E-05,4.25E-05,5.41E-05,3.81E-05,2.94E-05,5.78E-05,5.98E-05
K13010,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,per rfbE; perosamine synthetase,8.55E-05,0.000138244,9.98E-05,0.000166602,0.000104409,0.000178766,0.000110703,0.00014553,0.00011905,0.000101682,8.83E-05,0.000134782,0.000195343,0.000178017,0,8.88E-05,0.000170955,0.000178852,0.00022857,0.000175055,0.000199458,0.000234086,0.000150024,0.000161511,0.000173875,0.000155608
K13015,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wbpA; UDP-N-acetyl-D-glucosamine dehydrogenase,7.45E-06,2.52E-05,4.08E-05,1.06E-05,2.09E-05,3.74E-05,2.37E-05,1.32E-05,2.36E-05,3.91E-05,3.84E-05,5.37E-05,8.22E-06,1.25E-05,0,0,6.22E-05,0,0,1.83E-05,0,2.87E-05,1.06E-05,0,0,2.49E-05
K13016,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wbpB; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase,1.03E-05,0,0,1.48E-05,0,5.85E-06,8.45E-06,2.49E-05,1.31E-05,0,0,6.9E-06,1.73E-05,2.91E-05,0,0,8E-06,1.63E-05,3.37E-05,0,4.13E-05,6.07E-05,0,0,0,2.35E-05
K13017,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wbpE wlbC; UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase,4.44E-05,1.02E-05,2.48E-05,3.81E-05,4.99E-05,7.69E-05,6.94E-05,4.8E-05,4.55E-05,8.1E-05,2.3E-05,7.57E-05,4.64E-05,8.45E-05,0,0,5.51E-05,5.63E-05,8.63E-05,6.66E-05,4.56E-05,9.22E-05,3.64E-05,3.78E-05,3.29E-05,6.05E-05
K13018,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wbpD wlbB; UDP-2-acetamido-3-amino-23-dideoxy-glucuronate N-acetyltransferase,3.37E-05,1.91E-05,0,4.82E-05,0,7.55E-05,8.19E-05,6.08E-05,6.45E-05,3.81E-05,4.37E-05,4.5E-05,3.7E-05,7.66E-05,0,0,5.22E-05,5.37E-05,5.42E-05,5.58E-05,3.85E-05,7.63E-05,3.65E-05,4.75E-05,0,5.68E-05
K13019,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wbpI wlbD; UDP-GlcNAc3NAcA epimerase,0,0,0,0,0,5.05E-06,6.92E-06,1.6E-05,5.77E-06,0,0,0,9.79E-06,2E-05,0,0,1.39E-05,1.4E-05,2.93E-05,7.44E-06,1.51E-05,2.34E-05,6.61E-06,1.27E-05,0,1.99E-05
K13020,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,wlbA bplA; UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase,4.78E-05,1.05E-05,3.81E-05,5.44E-05,0,7.41E-05,5.34E-05,3.98E-05,6.02E-05,2.09E-05,0,6.27E-05,3.17E-05,3.76E-05,0,2.29E-05,8.71E-05,3.75E-05,0,6.24E-05,2.71E-05,6.69E-05,4.11E-05,1.39E-05,3.49E-05,5.45E-05
K13247,Carbohydrate metabolism,Pentose_and_glucuronate_interconversions,CRYL1; L-gulonate 3-dehydrogenase,0,0,0,0,0,0,0,0,0,7.79E-06,0,0,0,0,0,0,0,0,0,8.58E-06,0,1.51E-05,0,0,0,0
K13381,Carbohydrate metabolism,Amino_sugar_and_nucleotide_sugar_metabolism,chiA; bifunctional chitinase/lysozyme,0,4.11E-06,4.99E-06,5.18E-06,1.02E-05,0,0,2.17E-06,0,2.73E-06,0,0,0,2.05E-06,0,1.8E-05,8.69E-06,1.19E-05,0,0,0,0,0,1.53E-05,0,4.58E-06
K13788,Carbohydrate metabolism,Pyruvate_metabolism,pta; phosphate acetyltransferase,2.54E-05,4.11E-05,6.66E-05,3.29E-05,0.000101091,3.89E-05,4.06E-05,3.1E-05,2.86E-05,2.39E-05,6.04E-05,3.72E-05,1.82E-05,2.31E-05,0,3.68E-05,1.28E-05,3.23E-05,0,2.78E-05,2.13E-05,3.42E-05,2.03E-05,2.93E-05,0,4.42E-05
K13810,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,tal-pgi; transaldolase / glucose-6-phosphate isomerase,0,0,0,0,0,0,0,0,0,2.61E-06,0,0,1.85E-06,0,0,0,0,0,0,0,1.91E-06,0,0,0,0,0
K13812,Carbohydrate metabolism,Pentose_phosphate_pathway,fae-hps; bifunctional enzyme Fae/Hps,0,0,0,0,0,4.49E-06,6.49E-06,4.82E-06,5.12E-06,0,1.03E-05,5.36E-06,4.44E-06,4.55E-06,0,0,1.86E-05,0,2.58E-05,0,0,0,5.79E-06,0,0,9.1E-06
K13831,Carbohydrate metabolism,Pentose_phosphate_pathway,hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase,0,2.58E-05,1.05E-05,0,0,4.24E-06,0,9.09E-06,0,1.68E-05,0,5.03E-06,0,4.31E-06,0,1.89E-05,5.75E-06,6.05E-06,0,4.42E-05,0,9.84E-06,5.48E-06,0,0,0
K13874,Carbohydrate metabolism,Ascorbate_and_aldarate_metabolism,K13874 araB; L-arabinonolactonase,2.15E-05,0,2.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,5.27E-05,0,0,0,0,0,0,7.61E-06,0,0,0
K13919,Carbohydrate metabolism,Propanoate_metabolism,pduD; propanediol dehydratase medium subunit,7.66E-05,6.83E-05,6.64E-05,4.82E-05,4.85E-05,3.22E-05,1.18E-05,8.74E-06,1.83E-05,6.71E-05,7.85E-05,4.04E-05,0,2.48E-05,0,4.1E-05,1.1E-05,2.37E-05,0,5.07E-05,8.3E-06,1.92E-05,3.23E-05,4.48E-05,2.66E-05,1.65E-05
K13920,Carbohydrate metabolism,Propanoate_metabolism,pduE; propanediol dehydratase small subunit,7.36E-05,4.12E-05,5.16E-05,0.000107633,0.000102428,2.04E-05,1.42E-05,3.28E-05,2.23E-05,4.12E-05,0.000140694,3.59E-05,0,2.05E-05,0,4.64E-05,1.35E-05,1.54E-05,0,7.6E-05,0,3.63E-05,2.59E-05,2.65E-05,3.52E-05,1.99E-05
K13921,Carbohydrate metabolism,Propanoate_metabolism,pduQ; 1-propanol dehydrogenase,3.51E-05,1.99E-05,1.21E-05,2.52E-05,0,1.48E-05,2.09E-05,5.14E-06,1.68E-05,6.64E-06,2.27E-05,1.74E-05,9.66E-06,4.96E-06,0,6.55E-05,6.79E-06,1.38E-05,0,0,0,1.14E-05,6.32E-06,1.24E-05,0,9.98E-06
K13922,Carbohydrate metabolism,Propanoate_metabolism,pduP; propionaldehyde dehydrogenase,8.95E-05,7.07E-05,0.000134307,0.000158889,9.97E-05,8.58E-05,8.31E-05,6.64E-05,5.74E-05,0.000132205,0.00014391,8.77E-05,5.05E-05,7.1E-05,0,8.38E-05,8.51E-05,8.76E-05,2.23E-05,0.000114195,5.56E-05,8.12E-05,5.08E-05,0.000124267,0.000101106,5.45E-05
K13923,Carbohydrate metabolism,Propanoate_metabolism,pduL; phosphate propanoyltransferase,9.29E-05,7.05E-05,8.55E-05,0.000199781,0.000131547,5.24E-05,7.53E-05,7.45E-05,3.96E-05,0.000140254,0.0001202,4.15E-05,2.58E-05,3.52E-05,0,7.68E-05,2.39E-05,6.18E-05,5.01E-05,0.000102922,5.31E-05,4.03E-05,4.45E-05,0.000131424,5.67E-05,3.45E-05
K13953,Carbohydrate metabolism,Glycolysis___Gluconeogenesis,adhP; alcohol dehydrogenase propanol-preferring,9.09E-05,8.97E-05,9.57E-05,0.000122571,0.00013347,2.65E-05,4.1E-05,8.75E-05,5.78E-05,5.27E-05,7.74E-05,5.78E-05,1.06E-05,6.02E-05,0,0.000118317,2.23E-05,4.79E-05,0,7.3E-05,5.33E-06,3.68E-05,2.74E-05,2.72E-05,0,2.79E-05
