ID,Healthy_count
K02413,6.51E-05
K02410,7.99E-05
K01678,3.53E-04
K02416,6.84E-05
K02417,5.97E-05
K02414,1.91E-05
K02538,4.06E-06
K00120,1.08E-05
K01476,7.50E-05
K01470,2.04E-04
K01473,6.00E-06
K00121,1.09E-05
K02782,3.38E-06
K02783,1.26E-05
K02781,6.45E-06
K01479,6.27E-06
K01478,3.34E-05
K02784,9.11E-06
K02478,3.14E-05
K00118,4.52E-06
K10795,4.47E-06
K13059,2.27E-04
K02899,1.73E-03
K02897,4.56E-04
K02895,1.34E-03
K02892,1.20E-03
K13051,7.17E-05
K02890,1.10E-03
K13053,4.53E-06
K01787,2.97E-04
K01786,2.69E-04
K01785,1.06E-03
K01784,1.68E-03
K01783,1.01E-03
K01782,6.74E-06
K01781,1.15E-05
K07357,7.74E-06
K02074,4.43E-05
K02075,3.63E-05
K02077,5.82E-05
K02071,2.58E-04
K02072,2.59E-04
K02073,4.12E-04
K02526,8.29E-05
K02527,3.10E-04
K03309,5.02E-05
K03308,9.78E-04
K02520,9.21E-04
K02521,2.05E-05
K03305,5.09E-04
K03304,2.12E-06
K03307,5.21E-04
K03306,1.86E-04
K03300,3.37E-05
K03303,1.65E-04
K02529,1.34E-03
K09901,7.10E-06
K10680,4.24E-06
K10830,7.77E-07
K02099,2.26E-04
K03781,1.53E-04
K03780,1.22E-04
K03783,5.83E-04
K03782,8.62E-06
K03785,2.04E-04
K03784,2.35E-04
K03787,4.51E-04
K03786,6.52E-04
K03789,2.33E-04
K03788,1.07E-05
K01249,2.45E-06
K02588,6.86E-05
K03411,1.04E-04
K03410,9.05E-05
K03413,1.84E-04
K03412,8.77E-05
K03415,7.31E-05
K03414,3.46E-06
K02791,4.84E-05
K06925,8.83E-04
K13431,1.88E-06
K02570,8.80E-06
K06159,1.40E-06
K06186,1.57E-05
K01067,1.18E-04
K02626,1.86E-05
K09650,1.25E-04
K06173,7.23E-04
K06175,1.12E-05
K09960,1.81E-06
K06177,1.83E-04
K06176,1.25E-05
K06179,1.53E-04
K06178,4.06E-04
K06223,4.35E-04
K07403,3.58E-05
K09490,1.85E-05
K10017,9.61E-06
K14058,7.95E-05
K12239,2.92E-06
K10016,1.78E-05
K13542,6.11E-05
K13540,2.27E-06
K13541,3.12E-06
K05374,2.90E-06
K09906,1.05E-05
K14267,3.81E-06
K12144,1.05E-05
K12410,8.11E-04
K12141,1.49E-05
K12140,1.64E-05
K12143,5.45E-06
K12142,3.38E-06
K07650,2.64E-06
K12148,4.82E-05
K07313,2.24E-05
K07310,1.91E-06
K00343,2.32E-04
K07316,7.13E-05
K07317,1.47E-06
K07314,3.49E-06
K07315,6.60E-05
K12206,9.19E-07
K13940,3.19E-05
K07319,2.47E-04
K04336,4.75E-06
K06918,5.71E-06
K07798,1.23E-04
K12527,1.14E-04
K12525,7.86E-06
K12524,1.81E-04
K12523,4.33E-06
K12522,2.31E-06
K09789,1.76E-04
K09788,3.00E-05
K09787,2.29E-04
K02834,9.08E-04
K11616,1.03E-05
K08162,5.65E-06
K09781,1.26E-05
K12528,6.42E-06
K06333,4.75E-05
K13038,5.21E-04
K03540,1.59E-05
K10560,2.37E-06
K10563,1.38E-04
K10562,3.06E-06
K13788,7.04E-06
K06858,2.82E-06
K02839,5.13E-05
K06859,8.18E-05
K07559,3.86E-05
K07229,5.98E-06
K07227,4.72E-06
K07224,4.86E-06
K07225,6.76E-06
K07223,8.42E-05
K07220,2.60E-04
K07221,1.17E-04
K06310,4.42E-05
K06313,5.82E-06
K03931,8.64E-05
K10709,2.87E-05
K04753,9.89E-06
K01113,4.79E-05
K03757,2.33E-05
K11384,2.48E-05
K10705,2.31E-05
K11383,4.05E-05
K11381,1.01E-04
K11147,3.32E-06
K03207,8.42E-06
K05970,6.68E-04
K05971,5.77E-05
K05972,6.39E-06
K05984,1.11E-05
K05979,9.32E-06
K00331,3.66E-04
K00330,4.61E-04
K00333,1.23E-05
K00332,1.49E-05
K00335,2.48E-04
K00334,6.19E-04
K00337,2.93E-04
K00336,3.12E-04
K00339,3.56E-04
K00338,4.20E-04
K08659,1.13E-04
K06405,2.35E-04
K06404,9.08E-05
K07138,3.76E-04
K06950,1.72E-03
K10819,1.24E-04
K06400,4.40E-04
K06403,9.19E-05
K06954,7.81E-06
K07132,1.58E-05
K07133,1.82E-03
K07130,1.49E-04
K06958,5.36E-04
K06409,2.34E-04
K07137,7.16E-04
K09128,2.95E-05
K09123,2.12E-05
K03613,6.15E-04
K09121,8.12E-05
K09125,2.66E-04
K09124,1.35E-05
K01866,5.95E-04
K01867,7.20E-04
K01865,3.37E-05
K05813,8.82E-05
K07455,7.24E-05
K01868,6.07E-04
K01869,6.18E-04
K05817,5.72E-06
K05816,2.96E-05
K05815,6.86E-05
K07106,3.32E-04
K04032,3.80E-05
K04033,2.21E-06
K04030,7.29E-05
K04031,8.86E-05
K10844,5.60E-05
K04034,9.30E-05
K04035,2.74E-05
K02234,5.60E-06
K01236,1.48E-05
K07046,2.50E-05
K07047,9.77E-05
K07045,1.97E-04
K07042,3.77E-04
K07043,6.30E-04
K07040,3.49E-04
K00798,5.35E-04
K00797,2.05E-04
K00024,8.07E-04
K00027,2.84E-04
K01234,1.95E-04
K00793,7.88E-04
K00020,4.48E-05
K00791,8.94E-04
K00790,8.60E-04
K09017,6.73E-06
K01269,4.39E-04
K09015,2.55E-04
K09014,3.95E-04
K09013,6.65E-04
K09011,1.64E-04
K01412,2.32E-05
K01262,7.71E-04
K01265,1.29E-03
K01266,6.06E-05
K01267,9.73E-05
K08227,1.78E-05
K06144,1.06E-05
K08225,3.72E-06
K08224,1.71E-05
K08223,2.15E-04
K08222,1.25E-05
K10039,1.22E-04
K10038,6.24E-05
K10037,1.38E-05
K10036,1.04E-04
K08660,9.07E-05
K06146,2.33E-06
K06988,5.31E-06
K02334,2.29E-04
K04788,7.90E-07
K07692,1.02E-04
K04784,4.90E-06
K05613,3.47E-06
K04786,4.12E-06
K01414,4.59E-05
K04781,1.77E-06
K04783,1.47E-06
K00249,8.14E-06
K00248,5.22E-04
K00241,4.10E-04
K00240,5.11E-04
K00243,4.51E-04
K00242,6.67E-06
K00245,7.90E-05
K00244,3.71E-04
K00247,6.56E-06
K02854,8.19E-06
K04767,4.55E-05
K04764,2.47E-04
K01061,2.84E-05
K02669,1.92E-04
K04763,8.91E-04
K04760,3.87E-05
K04761,3.16E-04
K02667,1.52E-04
K02666,3.98E-06
K02660,5.33E-06
K02662,2.93E-05
K02586,1.52E-06
K13602,1.67E-06
K00809,8.39E-06
K02817,1.83E-06
K00806,7.53E-04
K00805,2.17E-04
K00803,1.64E-05
K10538,6.45E-06
K00801,1.25E-05
K00800,5.65E-04
K08313,1.29E-05
K08312,3.91E-06
K08311,7.05E-05
K08310,1.27E-05
K08317,4.28E-06
K08316,2.93E-04
K08315,1.49E-05
K08314,7.54E-06
K08319,5.01E-06
K08318,2.52E-06
K02404,4.64E-05
K02587,5.84E-06
K05782,1.80E-06
K05781,1.85E-05
K05780,6.28E-06
K05787,1.65E-05
K05786,8.79E-05
K05785,3.24E-05
K14392,2.99E-05
K14393,1.39E-06
K05789,4.61E-06
K05788,4.92E-05
K12058,1.38E-05
K02409,3.38E-05
K02408,8.09E-05
K01689,8.42E-04
K01686,5.49E-04
K01687,6.81E-04
K01684,5.68E-05
K01685,4.27E-04
K02405,8.34E-05
K05364,6.64E-05
K05367,1.32E-04
K05366,4.23E-04
K02799,4.73E-05
K02798,7.85E-05
K01442,7.36E-04
K01443,6.40E-04
K01444,2.43E-06
K01446,5.72E-06
K01447,1.94E-03
K01448,7.76E-04
K02790,4.84E-05
K02793,5.17E-05
K02795,5.72E-05
K02794,1.30E-04
K02796,8.79E-05
K13049,2.81E-05
K00941,6.38E-04
K02888,1.42E-03
K13043,2.67E-04
K02884,1.51E-03
K02887,1.22E-03
K02886,7.69E-04
K02881,1.19E-03
K04564,6.94E-04
K04565,2.53E-05
K01046,4.14E-05
K02068,2.84E-04
K01040,8.35E-05
K01041,2.06E-04
K01042,4.47E-05
K05568,5.40E-05
K02063,1.44E-05
K02062,4.83E-06
K01048,1.60E-04
K02066,4.45E-04
K02065,4.55E-04
K02064,4.70E-06
K02535,2.85E-04
K02536,3.90E-04
K04517,2.36E-04
K02532,2.38E-05
K03331,9.48E-06
K03332,1.28E-06
K03335,7.91E-05
K03336,6.25E-05
K03337,8.69E-05
K02086,3.97E-06
K02081,1.89E-04
K02080,2.57E-05
K02083,3.66E-06
K02082,2.46E-05
K13831,1.82E-06
K06320,1.10E-04
K04516,2.69E-04
K12957,4.48E-06
K12952,1.17E-06
K07039,3.50E-06
K03429,6.13E-05
K03424,9.67E-04
K03426,4.42E-04
K03427,9.74E-04
K03420,7.51E-06
K03930,3.24E-05
K03423,3.29E-04
K03756,7.13E-05
K03205,8.69E-04
K03755,6.12E-06
K03752,2.82E-05
K03753,4.53E-05
K03750,7.56E-05
K03203,4.67E-06
K00109,1.19E-05
K03208,3.79E-06
K03758,1.03E-05
K03759,8.51E-06
K06148,4.81E-04
K06149,1.02E-05
K02339,1.06E-05
K02338,7.04E-04
K02337,4.71E-04
K02336,4.94E-06
K02335,4.42E-04
K06147,2.67E-03
K06140,5.69E-06
K06141,1.85E-05
K06142,1.59E-03
K06143,5.78E-05
K09469,1.06E-05
K00150,2.26E-06
K06205,1.80E-05
K07445,7.11E-06
K03688,5.20E-05
K02618,9.56E-06
K03683,8.99E-06
K03684,2.73E-05
K03685,5.73E-04
K03686,8.49E-04
K03687,7.63E-04
K10793,7.07E-06
K07774,4.61E-05
K05648,5.59E-07
K06204,4.33E-05
K07776,1.09E-04
K07301,4.93E-04
K03111,1.69E-03
K03112,1.80E-06
K03113,5.76E-04
K07305,9.18E-05
K07304,1.89E-04
K03116,6.95E-04
K03117,3.44E-05
K03118,4.54E-04
K07770,4.15E-05
K13953,1.06E-05
K13954,3.22E-05
K07771,6.42E-06
K03110,6.94E-04
K02617,9.72E-06
K07772,6.70E-06
K07300,1.87E-05
K05937,7.55E-06
K07302,5.87E-06
K02612,1.96E-05
K05939,1.61E-05
K02613,9.19E-06
K11607,5.59E-06
K13734,1.05E-05
K11605,2.17E-05
K11604,9.19E-06
K10559,1.96E-05
K07307,1.27E-05
K11176,1.15E-04
K10550,2.38E-06
K10551,3.16E-06
K07306,2.03E-05
K07309,5.89E-06
K01720,1.37E-06
K08173,8.37E-06
K06398,2.13E-04
K12059,3.65E-06
K06890,1.47E-04
K06891,1.73E-04
K06896,6.99E-04
K06897,1.95E-04
K06894,1.00E-04
K06895,3.46E-04
K07235,2.14E-05
K10955,2.00E-06
K06898,1.06E-04
K07236,6.51E-06
K07230,3.76E-05
K07233,1.01E-05
K07232,3.19E-06
K09686,9.66E-04
K09687,1.44E-03
K09684,4.94E-06
K09685,4.70E-05
K10826,1.26E-05
K09680,2.00E-04
K09681,2.56E-06
K05351,5.01E-06
K02787,7.66E-06
K11779,3.46E-06
K00378,3.69E-04
K02464,1.58E-05
K00813,2.02E-05
K01668,7.07E-06
K11391,8.71E-06
K11392,1.35E-05
K05966,1.28E-05
K12600,3.27E-05
K05964,1.05E-05
K00494,2.72E-05
K05968,1.99E-04
K11153,1.82E-05
K11152,1.54E-05
K04567,6.68E-04
K10544,9.81E-06
K08641,1.58E-04
K00658,1.11E-04
K13590,1.16E-05
K00656,6.28E-04
K00657,5.22E-04
K00655,6.35E-04
K00652,3.80E-04
K00302,1.60E-04
K00651,4.96E-04
K10829,2.07E-05
K06438,8.63E-05
K07120,4.27E-06
K07122,2.95E-05
K07124,3.74E-04
K07127,4.50E-05
K07126,2.68E-04
K04062,2.58E-05
K01870,4.49E-04
K01873,4.89E-04
K01872,4.58E-04
K01875,6.08E-04
K01874,5.16E-04
K01876,6.34E-04
K01879,6.41E-05
K01878,8.44E-05
K06956,5.28E-05
K04561,1.44E-05
K04021,3.32E-06
K04020,4.58E-06
K04023,6.64E-05
K04022,3.88E-06
K04025,9.22E-06
K04024,8.53E-05
K04027,1.41E-04
K04026,1.04E-04
K04029,2.66E-05
K04028,7.25E-05
K08172,1.40E-05
K13888,5.01E-05
K00018,3.83E-04
K00019,2.86E-05
K07056,1.04E-03
K07051,1.38E-05
K07050,1.16E-04
K07053,3.77E-04
K07052,6.29E-04
K00010,1.80E-04
K00011,3.20E-05
K00012,8.62E-04
K00013,4.81E-04
K00014,6.87E-04
K07058,4.14E-04
K00016,2.70E-04
K05681,3.46E-06
K12555,2.24E-06
K05311,3.47E-05
K01355,1.28E-05
K08252,6.68E-05
K08253,1.20E-05
K09251,3.94E-05
K10040,1.27E-04
K10041,1.26E-04
K10046,2.97E-06
K00275,1.76E-04
K09252,5.59E-06
K00278,3.82E-04
K11606,5.51E-06
K01308,2.14E-05
K01303,9.63E-05
K01305,6.80E-05
K01304,9.39E-05
K02658,1.21E-05
K04774,2.22E-06
K04771,1.56E-06
K04770,8.86E-06
K04773,2.86E-04
K04772,7.53E-06
K05683,5.18E-06
K02652,6.30E-05
K02653,7.99E-05
K02654,1.51E-04
K05685,6.59E-05
K00049,2.36E-06
K00878,2.38E-04
K00879,7.30E-05
K13638,5.23E-06
K13639,5.03E-06
K00872,1.49E-04
K00873,5.68E-04
K00870,6.94E-07
K13637,2.20E-05
K00876,1.13E-03
K00877,1.14E-05
K00874,6.06E-04
K04487,6.25E-04
K04486,5.34E-04
K04485,4.79E-04
K08277,6.00E-06
K05275,3.44E-05
K04488,5.43E-04
K01277,2.90E-04
K02042,6.03E-05
K01273,2.49E-04
K01271,4.01E-04
K01270,8.40E-04
K05776,1.68E-04
K05541,2.81E-05
K05774,1.75E-05
K05775,1.52E-05
K05772,4.71E-06
K01278,6.58E-03
K01699,9.82E-06
K01698,1.41E-04
K01695,4.55E-04
K01694,6.21E-06
K01697,1.25E-05
K01696,4.12E-04
K01690,5.04E-06
K01693,3.39E-04
K01692,1.32E-04
K00906,8.09E-06
K03700,1.31E-04
K00903,1.81E-04
K00900,2.26E-06
K00901,3.82E-04
K01457,1.06E-05
K01453,2.23E-05
K01451,1.80E-04
K01522,1.76E-06
K08479,6.29E-06
K04568,5.81E-06
K01053,2.62E-06
K01051,3.51E-04
K01057,2.83E-04
K01056,7.51E-04
K01054,2.68E-06
K08070,2.86E-04
K01058,4.47E-05
K05516,3.24E-04
K05517,2.82E-05
K05515,3.73E-04
K02500,5.78E-04
K02501,7.25E-04
K02502,1.14E-04
K02503,1.09E-03
K02504,2.42E-05
K02505,1.49E-05
K02507,3.96E-06
K02509,2.94E-06
K07096,5.28E-06
K00113,5.79E-05
K10820,3.22E-06
K02415,9.93E-06
K13938,6.29E-06
K09516,5.40E-05
K11781,3.65E-06
K12945,1.77E-05
K12941,2.66E-05
K12940,7.77E-05
K12943,2.07E-05
K12942,1.86E-04
K02434,2.18E-04
K02435,2.48E-04
K03439,7.13E-04
K02437,7.19E-04
K05350,1.03E-04
K11784,2.56E-05
K08100,2.40E-06
K02433,2.33E-04
K03925,6.54E-04
K03924,8.24E-04
K03431,3.92E-04
K03430,1.73E-04
K03437,5.17E-04
K03436,1.66E-04
K03435,2.02E-05
K03745,1.02E-05
K03744,8.07E-04
K03747,4.93E-06
K03210,1.11E-03
K03217,4.47E-04
K03216,5.46E-04
K03743,1.56E-04
K03742,4.61E-04
K13890,2.06E-05
K13891,2.40E-05
K13892,1.15E-05
K03218,6.59E-04
K03749,1.78E-05
K03748,1.10E-04
K13896,3.50E-05
K09908,1.30E-05
K02348,1.03E-04
K06158,7.56E-04
K02380,1.89E-05
K07719,4.40E-06
K02342,9.30E-04
K02343,4.69E-04
K02340,4.11E-04
K02341,5.05E-04
K02346,4.97E-04
K02347,1.45E-06
K06155,2.34E-05
K07238,4.38E-04
K03697,3.00E-05
K03696,5.40E-04
K03695,6.10E-04
K03694,1.16E-04
K09478,2.13E-06
K03690,7.22E-06
K09475,2.11E-06
K09474,4.50E-05
K09477,9.89E-06
K09476,6.38E-06
K09471,4.52E-06
K03699,8.52E-04
K03698,2.19E-04
K03327,6.71E-04
K03326,1.04E-04
K03325,5.95E-05
K03324,1.48E-05
K03322,2.45E-04
K03321,3.67E-04
K03320,2.58E-04
K06211,1.88E-05
K07237,1.63E-05
K03329,6.91E-06
K03328,4.73E-04
K06899,8.03E-06
K13963,7.66E-05
K00366,4.41E-05
K07334,2.59E-04
K03106,1.07E-02
K07336,3.27E-06
K07337,1.50E-05
K03101,6.15E-04
K03100,1.26E-03
K00852,2.90E-04
K10122,4.56E-06
K04758,7.61E-04
K01505,5.48E-06
K11940,6.40E-06
K11941,4.01E-06
K04755,2.78E-05
K04754,2.06E-05
K13525,4.59E-06
K11016,2.25E-06
K01501,3.41E-05
K04752,2.59E-05
K11074,6.17E-06
K06714,1.62E-05
K13288,5.99E-05
K06881,5.51E-04
K06331,1.63E-05
K06330,1.35E-05
K06885,1.52E-04
K06884,9.80E-06
K06887,9.22E-06
K06334,2.23E-04
K06889,1.22E-03
K11070,4.65E-04
K10941,4.42E-05
K09858,1.73E-05
K10947,9.45E-04
K09695,4.07E-06
K09697,1.70E-05
K09696,1.14E-05
K09691,2.19E-04
K09690,2.04E-04
K09693,2.80E-05
K09692,4.49E-05
K11708,2.51E-05
K11709,3.26E-05
K09698,3.43E-05
K05344,9.78E-06
K07590,5.00E-05
K07592,1.29E-05
K03799,1.96E-04
K10764,2.28E-06
K06934,1.52E-04
K12614,1.85E-06
K00483,1.26E-05
K05997,6.10E-06
K05995,1.78E-04
K05992,2.07E-05
K05993,2.10E-04
K07114,9.95E-04
K07115,7.01E-05
K10834,1.60E-04
K10833,1.20E-05
K00648,8.73E-04
K07444,4.02E-04
K07113,8.82E-06
K00645,6.07E-04
K08679,4.31E-06
K07448,7.58E-05
K07118,9.69E-05
K00640,7.10E-04
K00643,1.98E-05
K00314,1.44E-06
K07684,5.02E-05
K10546,1.28E-05
K10545,9.32E-06
K02815,1.15E-05
K10543,1.17E-05
K10542,1.87E-04
K10541,1.77E-04
K07683,4.91E-05
K03819,9.50E-06
K07689,3.27E-05
K10549,4.95E-06
K10548,2.83E-05
K06218,3.17E-05
K01848,5.67E-05
K01849,1.06E-04
K01844,2.42E-04
K01845,1.35E-04
K01847,6.17E-04
K01840,8.91E-04
K01841,5.89E-05
K01843,3.38E-04
K00005,1.66E-04
K13116,2.06E-06
K00003,3.10E-04
K04019,4.64E-05
K00001,6.23E-04
K04014,3.70E-05
K03811,4.34E-04
K04016,1.79E-05
K06219,5.84E-06
K00009,3.98E-05
K00008,1.84E-04
K07062,9.66E-05
K07063,8.44E-06
K03813,2.72E-05
K02469,7.54E-04
K11895,2.06E-05
K02819,1.69E-05
K09902,4.50E-05
K03631,4.49E-04
K03146,4.84E-05
K08483,2.94E-04
K00262,1.14E-03
K00261,4.66E-05
K00260,4.59E-05
K00266,9.12E-04
K00265,1.43E-04
K08484,2.61E-05
K01998,2.61E-04
K01999,2.78E-04
K00462,1.41E-05
K01992,1.02E-03
K01993,7.12E-04
K01990,2.07E-03
K01991,8.97E-04
K01996,3.02E-04
K01997,3.15E-04
K01995,3.54E-04
K07685,1.35E-05
K03828,2.51E-05
K04744,5.17E-05
K01516,7.47E-04
K01514,2.35E-04
K01515,8.28E-04
K01512,5.04E-05
K02466,6.51E-06
K00868,4.83E-04
K13629,1.74E-06
K13628,5.25E-05
K03485,2.25E-05
K00860,2.48E-04
K00863,6.05E-06
K13620,3.60E-06
K00865,2.88E-04
K00864,3.83E-04
K00867,1.53E-05
K01192,1.44E-04
K01193,1.75E-04
K01190,2.06E-03
K01191,1.67E-04
K01036,3.79E-06
K01197,1.21E-04
K01194,1.89E-05
K01195,1.31E-04
K01198,2.28E-04
K01199,3.66E-06
K03228,2.86E-06
K01200,2.90E-04
K01201,1.87E-04
K01206,1.06E-03
K01207,2.48E-04
K01204,1.81E-06
K01205,1.93E-04
K08464,6.14E-06
K01208,4.72E-05
K01209,7.95E-04
K03199,9.67E-06
K06164,6.38E-06
K06165,3.99E-06
K01499,2.45E-06
K01428,9.09E-05
K01429,7.92E-06
K11541,4.45E-06
K00912,3.18E-04
K01422,2.06E-04
K01423,2.32E-04
K01420,4.02E-04
K01421,1.62E-04
K00919,6.90E-04
K01427,1.36E-06
K01424,8.40E-04
K01425,3.64E-04
K03389,6.69E-05
K02749,5.81E-06
K03227,9.00E-06
K02647,3.52E-04
K08068,4.13E-06
K14287,1.93E-06
K05501,2.79E-05
K14534,4.58E-05
K11214,8.12E-06
K03594,3.17E-04
K03595,5.61E-04
K03596,5.85E-04
K03597,1.36E-05
K03590,2.96E-04
K03591,2.25E-06
K02519,5.49E-04
K03593,4.41E-04
K02517,3.43E-04
K03919,3.58E-06
K03598,2.81E-05
K03599,3.55E-05
K02510,1.80E-05
K01736,6.92E-04
K01737,7.51E-04
K01734,1.03E-03
K01735,5.00E-04
K01733,6.37E-04
K01730,2.63E-05
K09729,2.59E-05
K03119,2.73E-06
K01738,8.94E-04
K01739,3.87E-05
K13403,2.30E-06
K10823,4.96E-06
K12972,3.68E-05
K12973,4.60E-06
K12974,5.04E-06
K12975,4.05E-06
K07821,4.54E-06
K05343,3.62E-05
K02422,1.68E-04
K05341,6.07E-05
K05340,1.75E-04
K02427,4.55E-05
K02426,6.05E-04
K05349,1.53E-03
K02428,4.33E-04
K03825,1.80E-05
K03770,2.73E-04
K03771,3.52E-04
K03772,4.67E-05
K03773,4.28E-04
K03774,3.24E-05
K03775,5.51E-04
K03776,1.07E-05
K03777,1.90E-05
K03778,4.24E-04
K03779,1.49E-04
K11900,8.95E-06
K12372,4.25E-05
K12373,1.40E-03
K12370,1.87E-05
K12371,1.82E-05
K02358,8.35E-04
K01430,2.93E-05
K11903,8.76E-06
K02355,1.44E-03
K02357,8.09E-04
K02356,9.23E-04
K13574,1.35E-05
K09935,5.79E-05
K12112,5.20E-06
K12113,2.37E-06
K13979,2.43E-05
K12111,1.12E-05
K09992,7.41E-06
K12288,2.84E-06
K03179,8.57E-05
K09996,3.12E-05
K09997,3.21E-06
K09994,5.38E-06
K07323,2.67E-05
K07322,4.96E-04
K07321,1.17E-04
K09999,8.81E-06
K04762,5.00E-04
K03177,7.80E-04
K01144,3.06E-04
K11953,4.06E-06
K02569,9.84E-06
K11181,5.72E-06
K02553,3.22E-05
K12574,2.88E-04
K13889,7.61E-05
K12573,4.21E-04
K05615,1.50E-06
K11005,1.20E-05
K13641,7.66E-05
K11003,3.39E-06
K07217,5.95E-05
K07216,1.46E-04
K07214,3.34E-04
K07213,1.27E-05
K10230,6.11E-06
K01146,4.03E-06
K07219,2.84E-06
K07218,3.79E-06
K04775,5.67E-06
K00303,2.53E-05
K00539,1.32E-05
K06180,1.64E-03
K06181,3.07E-05
K06182,1.08E-04
K06183,3.65E-04
K06184,6.25E-06
K11717,3.88E-04
K06187,8.12E-04
K06188,2.95E-04
K06189,1.56E-04
K05916,2.14E-05
K07589,3.27E-05
K07588,3.88E-04
K07586,5.13E-06
K07584,2.05E-04
K00153,1.35E-06
K10440,1.59E-04
K10441,1.87E-04
K05989,3.37E-04
K05985,1.25E-04
K01043,5.20E-04
K05982,3.46E-06
K07451,3.02E-06
K07102,3.21E-05
K07101,6.07E-05
K07452,4.48E-05
K07107,1.26E-03
K07454,1.41E-05
K07105,2.20E-04
K07456,4.31E-04
K07459,5.29E-05
K07458,3.49E-04
K07109,1.59E-05
K00673,4.50E-06
K00674,1.60E-04
K00675,5.42E-06
K00676,3.74E-04
K00677,7.41E-04
K06989,2.09E-04
K10530,3.79E-06
K07690,3.80E-06
K10536,2.64E-04
K10537,2.37E-06
K07112,4.69E-05
K06980,8.96E-06
K09893,1.40E-05
K07699,2.70E-04
K10539,1.74E-05
K06985,1.63E-05
K06987,6.51E-05
K02445,1.27E-04
K09688,2.79E-06
K02112,5.94E-04
K10190,1.06E-04
K10191,3.18E-06
K10192,4.53E-05
K10193,2.89E-05
K10194,3.15E-05
K05327,1.24E-06
K01858,2.05E-04
K05321,2.96E-06
K00588,8.02E-05
K01850,2.49E-04
K01857,7.23E-06
K01856,1.55E-05
K01854,5.98E-04
K13630,4.55E-05
K00073,1.12E-05
K13934,9.69E-06
K00076,1.12E-05
K00077,4.16E-04
K00074,6.09E-04
K00075,6.03E-04
K00078,1.99E-05
K13932,1.05E-05
K07079,5.14E-04
K07078,4.57E-04
K07076,6.70E-05
K07075,7.87E-04
K07074,2.92E-05
K02560,2.43E-06
K07071,1.04E-04
K07070,1.17E-05
K08279,1.84E-04
K08276,4.58E-06
K02565,6.11E-06
K00299,4.05E-06
K00297,6.11E-04
K00294,6.03E-05
K08475,5.88E-06
K00293,1.36E-05
K00290,5.15E-04
K00015,2.47E-05
K01989,3.46E-04
K00108,2.71E-06
K00459,1.95E-04
K00104,1.14E-04
K00102,2.07E-05
K00100,1.50E-03
K00101,1.52E-05
K00854,4.06E-04
K00855,1.33E-05
K00856,6.53E-06
K00857,5.52E-04
K00850,2.02E-03
K00851,3.34E-05
K04759,6.91E-04
K00853,2.21E-04
K01507,7.70E-04
K01506,4.27E-04
K00858,5.21E-04
K01500,3.55E-04
K04751,6.27E-04
K04750,5.23E-06
K09689,3.47E-06
K01181,1.36E-04
K01183,5.28E-05
K01182,1.73E-04
K01185,4.00E-05
K01187,1.17E-03
K01186,2.12E-04
K01188,4.46E-04
K04358,3.64E-06
K02423,3.35E-05
K01210,2.68E-05
K01213,1.71E-04
K01212,3.20E-04
K01215,2.41E-06
K01216,5.62E-05
K01219,3.56E-06
K01218,1.51E-04
K08606,3.38E-06
K09795,1.41E-06
K09914,4.08E-06
K02746,2.64E-05
K02747,6.69E-05
K02744,1.67E-05
K02745,8.92E-05
K02742,3.91E-06
K01439,1.44E-04
K01438,2.78E-04
K02594,1.27E-05
K00924,1.07E-04
K00925,7.70E-04
K00926,1.75E-04
K00927,7.13E-04
K00928,7.97E-04
K00929,1.25E-02
K01433,2.06E-04
K01436,2.27E-04
K10124,1.17E-05
K02421,8.72E-05
K05539,2.58E-05
K08296,1.45E-05
K08297,6.13E-06
K02986,9.55E-04
K10126,4.46E-05
K02982,8.64E-04
K02988,1.09E-03
K08298,5.64E-06
K08299,2.61E-06
K03583,6.21E-06
K02299,3.70E-06
K03581,2.76E-04
K03580,9.92E-06
K03587,6.69E-03
K03586,1.74E-05
K03585,1.04E-03
K03584,6.14E-04
K02562,3.87E-06
K02563,6.45E-04
K03589,3.40E-04
K03588,4.17E-04
K02566,8.04E-05
K02567,2.40E-05
K02564,9.29E-04
K02297,2.33E-06
K03817,2.43E-05
K01726,6.41E-04
K12963,4.07E-05
K12962,6.98E-06
K12961,3.97E-06
K12960,1.70E-04
K02598,2.01E-05
K01729,7.95E-06
K01728,2.30E-04
K02849,4.90E-06
K08259,1.95E-04
K02848,1.52E-05
K11477,5.53E-06
K14062,4.10E-06
K02024,2.54E-05
K02188,2.50E-04
K02189,1.82E-04
K03518,4.48E-04
K02182,3.25E-06
K02022,1.30E-04
K02364,8.09E-06
K12369,3.36E-05
K02361,1.70E-04
K03769,4.26E-05
K03768,8.90E-04
K03767,8.78E-05
K03765,1.54E-05
K03764,1.82E-05
K03763,2.48E-04
K03762,1.15E-05
K03761,1.07E-05
K03760,3.87E-05
K09457,4.47E-04
K09456,4.24E-06
K02160,1.23E-04
K02840,2.67E-06
K04656,7.29E-05
K14048,2.58E-05
K03516,5.96E-06
K09459,5.37E-05
K09458,6.97E-04
K03810,2.52E-06
K02844,1.33E-05
K03340,4.00E-04
K02847,1.86E-06
K02846,4.15E-06
K13985,4.20E-05
K13982,1.79E-06
K13981,5.36E-06
K03169,9.36E-04
K03168,4.39E-04
K09985,4.27E-06
K09989,3.09E-05
K09988,5.41E-05
K02533,2.52E-05
K12297,9.87E-06
